fuente,archivo_relativo,nombre_archivo,columna,tipo_deteccion,valor_especial_detectado,frecuencia,ejemplos
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Name,LEADING_OR_TRAILING_SPACE,<LEADING_OR_TRAILING_SPACE>,81,"[""  Gabrielle Marie \""Gabby\"" Adcock (White-)"",""Mohamed Kayed Al-Mohannadi "",""Jaime Aparicio Rodewalt "",""E. Gladys Baldwin Lopez (-de Seminario-) "",""Maya Blagoeva (-Mitova) "",""Jol Ignacio Calva Vazquez "",""Caroline Lucia Maria \""Caro\"" Dahl (Pater-) "","" Luis ngel Fernando de los Santos Grossi"","" Th Anh"","" Th Ngn Thng""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Age,SPECIAL_TOKEN,NA,9474,"[""NA""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Age,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,10317,"[""54.0"",""43.0"",""47.0"",""41.0"",""45.0"",""49.0"",""53.0"",""57.0"",""42.0"",""46.0""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Height,SPECIAL_TOKEN,NA,60171,"[""NA""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Height,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,1338,"[""207.0"",""210.0"",""208.0"",""208.0"",""140.0"",""140.0"",""213.0"",""213.0"",""140.0"",""132.0""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Weight,SPECIAL_TOKEN,NA,62875,"[""NA""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Weight,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,3237,"[""130.0"",""125.0"",""120.0"",""117.5"",""117.5"",""130.0"",""130.0"",""117.0"",""125.0"",""125.0""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Medal,SPECIAL_TOKEN,NA,231333,"[""NA""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Medal,MEDAL_VALUE,NA,231333,"[""NA""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Medal,MEDAL_VALUE,Gold,13372,"[""Gold""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Medal,MEDAL_VALUE,Bronze,13295,"[""Bronze""]"
fuente2,data/raw/fuente2/athlete_events.csv,athlete_events.csv,Medal,MEDAL_VALUE,Silver,13116,"[""Silver""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Team,NON_ASCII,<NON_ASCII>,188,"[""São Tomé and Príncipe"",""Côte d'Ivoire"",""Türkiye""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Event,NON_ASCII,<NON_ASCII>,273,"[""Women's Épée Individual"",""Men's Épée Individual"",""Men's Épée Team"",""Women's Épée Team""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Medal,SPECIAL_TOKEN,No medal,213747,"[""No medal""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Medal,MEDAL_VALUE,No medal,213747,"[""No medal""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Medal,MEDAL_VALUE,Bronze,13070,"[""Bronze""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Medal,MEDAL_VALUE,Gold,13002,"[""Gold""]"
fuente3,data/raw/fuente3/olympics_dataset.csv,olympics_dataset.csv,Medal,MEDAL_VALUE,Silver,12746,"[""Silver""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,age,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,3,"[""54"",""43"",""47""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,height,EMPTY_STRING,<EMPTY_STRING>,16,"[""<EMPTY_STRING>""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,height,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,2,"[""159.0"",""159.0""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,weight,EMPTY_STRING,<EMPTY_STRING>,19,"[""<EMPTY_STRING>""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,weight,POTENTIAL_OUTLIER_IQR,<POTENTIAL_OUTLIER_IQR>,2,"[""130.0"",""125.0""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,medal,SPECIAL_TOKEN,null,79,"[""null""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,medal,MEDAL_VALUE,null,79,"[""null""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,medal,MEDAL_VALUE,Gold,9,"[""Gold""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,medal,MEDAL_VALUE,Bronze,8,"[""Bronze""]"
fuente4,data/raw/fuente4/datalab_export.csv,datalab_export.csv,medal,MEDAL_VALUE,Silver,4,"[""Silver""]"
