id_evento,id_disciplina,nombre
370,75,"400 metres, Men (Olympic)"
371,98,Weightlifting
372,98,"Unlimited, Two Hands, Men (Olympic)"
373,10,"Marathon, Men (Intercalated)"
374,10,"Shot Put, Men (Intercalated)"
375,10,"Discus Throw, Men (Intercalated)"
376,10,"Discus Throw, Greek Style, Men (Intercalated)"
377,10,"Pentathlon (Ancient), Men (Intercalated)"
378,10,Weightlifting
379,10,"Unlimited, Two Hands, Men (Intercalated)"
380,44,"Driving Contest, Men (Olympic (non-medal))"
381,44,"Putting Contest, Men (Olympic (non-medal))"
382,98,"56-pound Weight Throw, Men (Olympic)"
383,10,"Shot Put, Men (Olympic)"
384,10,"Shot Put, Handicap, Men (Olympic (non-medal))"
385,10,Tug-Of-War
386,10,"Tug-Of-War, Men (Olympic)"
387,98,"Lightweight, Freestyle, Men (Olympic)"
389,10,"High Jump, Handicap, Men (Olympic (non-medal))"
390,98,"All-Around Dumbbell Contest, Men (Olympic)"
391,10,"56-pound Weight Throw, Men (Olympic)"
393,10,"Discus Throw, Men (Olympic)"
395,10,"Hammer Throw, Men (Olympic)"
396,10,"Discus Throw, Handicap, Men (Olympic (non-medal))"
397,10,"Hammer Throw, Handicap, Men (Olympic (non-medal))"
398,10,"Javelin Throw, Men (Olympic)"
399,10,"Javelin Throw, Both Hands, Men (Olympic)"
400,10,"4 × 100 metres Relay, Men (Olympic)"
401,10,Hockey
402,10,"Hockey, Men (Olympic)"
403,49,Athletics
404,49,"3,000 metres Steeplechase, Men (Olympic)"
406,41,"Foil, Individual, Women (Olympic)"
407,41,"Foil, Team, Women (Olympic)"
408,41,"Épée, Individual, Women (Olympic)"
409,41,"Épée, Team, Women (Olympic)"
410,41,"Foil, Team, Men (Olympic)"
411,41,"Épée, Team, Men (Olympic)"
412,6,"100 metres Freestyle, Men (Olympic)"
413,6,"500 metres Freestyle, Men (Olympic)"
414,41,"Sabre, Individual, Three Hits, Men (Olympic)"
415,41,"Sabre, Masters, Individual, Men (Olympic)"
416,41,Modern Pentathlon
417,41,"Foil, Individual, Open (Olympic (non-medal))"
418,6,"400 metres Freestyle, Men (Olympic)"
419,6,Water Polo (Aquatics)
420,6,"Water Polo, Men (Olympic)"
421,41,Water Polo (Aquatics)
422,41,"Water Polo, Men (Olympic)"
423,41,Hockey
424,41,"Hockey, Men (Olympic)"
425,52,"Ice Hockey, Men (Olympic)"
426,41,"Foil, Masters, Individual, Men (Olympic)"
427,41,"Épée, Masters, Individual, Men (Olympic)"
428,41,"Épée, Masters and Amateurs, Individual, Men (Olympic)"
429,41,"25 kilometres, Men (Olympic)"
430,9,"Literature, Open (Olympic)"
431,79,"Free Pistol, 50 yards, Men (Olympic)"
432,79,"Small-Bore Rifle, 50 and 100 yards, Team, Men (Olympic)"
433,41,Athletics
434,41,"100 metres, Professionals, Men (Olympic (non-medal))"
435,41,"400 metres, Professionals, Men (Olympic (non-medal))"
436,41,"110 metres Hurdles, Professionals, Men (Olympic (non-medal))"
437,41,"High Jump, Professionals, Men (Olympic (non-medal))"
438,41,"Long Jump, Professionals, Men (Olympic (non-medal))"
439,41,"Shot Put, Professionals, Men (Olympic (non-medal))"
440,41,"100 metres, Professionals, Handicap, Men (Olympic (non-medal))"
441,41,"400 metres, Professionals, Handicap, Men (Olympic (non-medal))"
442,41,"High Jump, Professionals, Handicap, Men (Olympic (non-medal))"
443,41,"Long Jump, Professionals, Handicap, Men (Olympic (non-medal))"
444,41,"Shot Put, Professionals, Handicap, Men (Olympic (non-medal))"
445,41,Rowing
446,41,"Eights, Men (Olympic)"
447,9,"Painting, Paintings, Open (Olympic)"
448,41,Shooting
449,41,"Dueling Pistol Au Commandement, 25 metres, Men (Intercalated)"
450,41,"Dueling Pistol, 30 metres, Team, Men (Olympic)"
451,41,Swimming (Aquatics)
452,41,"100 metres Freestyle, Men (Olympic)"
453,42,"Football, Men (Intercalated)"
454,41,Fencing
455,79,"Trap, Team, Men (Olympic)"
456,77,"Three Person Keelboat, Open (Olympic)"
457,60,Fencing
458,60,"Épée, Team, Men (Olympic)"
459,9,"Painting, Drawings And Water Colors, Open (Olympic)"
460,9,"Painting, Graphic Arts, Open (Olympic)"
461,9,"Painting, Applied Arts, Open (Olympic)"
462,41,Art Competitions
463,41,"Painting, Graphic Arts, Open (Olympic)"
464,60,"Sabre, Individual, Men (Olympic)"
466,41,"Single Sticks, Individual, Men (Olympic)"
467,10,"200 metres, Men (Olympic)"
468,42,"Football, Women (Olympic)"
469,4,"Platform, Women (Olympic)"
470,4,"Synchronized Platform, Women (Olympic)"
471,4,"Platform, Men (Olympic)"
472,4,"Synchronized Platform, Men (Olympic)"
473,42,Athletics
474,42,"110 metres Hurdles, Men (Olympic)"
475,13,"Bandy, Men (Olympic (non-medal))"
476,10,"4 × 400 metres Relay, Men (Olympic)"
477,42,"120 yards Hurdles, Men (Olympic (non-medal))"
478,42,"440 yards, Boys (Olympic (non-medal))"
479,45,"Individual All-Around, Women (Olympic)"
480,45,"Floor Exercise, Women (Olympic)"
481,45,"Horse Vault, Women (Olympic)"
482,45,"Uneven Bars, Women (Olympic)"
483,45,"Balance Beam, Women (Olympic)"
484,45,"Team All-Around, Women (Olympic)"
485,46,"Individual, Women (Olympic)"
486,45,"Team Portable Apparatus, Women (Olympic)"
487,46,"Group, Women (Olympic)"
488,45,"Individual All-Around, Men (Olympic)"
489,45,"Team All-Around, Men (Olympic)"
490,45,"Floor Exercise, Men (Olympic)"
491,45,"Horse Vault, Men (Olympic)"
492,45,"Parallel Bars, Men (Olympic)"
493,45,"Horizontal Bar, Men (Olympic)"
494,45,"Rings, Men (Olympic)"
495,45,"Pommelled Horse, Men (Olympic)"
496,10,"Pole Vault, Women (Olympic)"
497,45,"Individual All-Around, Field Sports, Men (Olympic)"
498,45,"Individual All-Around, Apparatus Work, Men (Olympic)"
499,45,"Team All-Around, Swedish System, Men (Olympic)"
500,101,"Featherweight, Men (Olympic)"
501,45,"Team All-Around, Free System, Men (Olympic)"
502,45,"Team All-Around, Men (Intercalated)"
503,45,"Rope Climbing, Men (Olympic)"
504,45,"Side Horse, Men (Olympic)"
505,77,"6 metres, Open (Olympic)"
506,42,Artistic Gymnastics (Gymnastics)
507,42,"Team All-Around, Free System, Men (Olympic)"
509,79,"Free Rifle, Three Positions, 300 metres, Men (Olympic)"
510,79,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)"
511,79,"Military Rifle, Prone, 300 metres, Team, Men (Olympic)"
512,79,"Military Rifle, Prone, 600 metres, Men (Olympic)"
513,79,"Military Rifle, Prone, 600 metres, Team, Men (Olympic)"
514,79,"Military Rifle, Standing, 300 metres, Men (Olympic)"
515,79,"Military Rifle, Standing, 300 metres, Team, Men (Olympic)"
516,79,"Military Rifle, Prone, 300 and 600 metres, Team, Men (Olympic)"
517,79,"Running Target, Single Shot, Team, Men (Olympic)"
518,79,"Running Target, Double Shot, Team, Men (Olympic)"
519,79,"Running Target, Single Shot, Men (Olympic)"
520,79,"Running Target, Double Shot, Men (Olympic)"
521,45,"26th Federal Festival, Society and Association Contests, Non-Simultaneous, National Championships, Men (Olympic (non-medal))"
522,45,"Individual All-Around, Men (Intercalated)"
523,45,"Individual All-Around, 5 Events, Men (Intercalated)"
524,45,"Festival for Societies of the Seine, Artistic, Individual, Men (Olympic (non-medal))"
525,45,"Festival for Societies of the Seine, Individual (#2), Men (Olympic (non-medal))"
526,45,"Festival for Societies of the Seine, Advanced, Men (Olympic (non-medal))"
527,104,"Lightweight, Greco-Roman, Men (Olympic)"
528,10,"100 metres, Men (Intercalated)"
529,10,"High Jump, Men (Intercalated)"
530,10,"Long Jump, Men (Intercalated)"
531,45,"Parallel Bars, Teams, Men (Olympic)"
532,45,"Horizontal Bar, Teams, Men (Olympic)"
533,45,Athletics
534,45,"High Jump, Men (Olympic)"
535,45,"Shot Put, Men (Olympic)"
537,45,"Pole Vault, Men (Olympic)"
538,45,"Long Jump, Men (Olympic)"
539,45,"Triple Jump, Men (Olympic)"
540,10,Artistic Gymnastics (Gymnastics)
541,10,"Rope Climbing, Men (Olympic)"
542,10,"110 metres Hurdles, Men (Intercalated)"
543,10,"Pole Vault, Men (Intercalated)"
544,10,"Standing Long Jump, Men (Intercalated)"
545,10,"Individual All-Around, Men (Intercalated)"
546,10,"Individual All-Around, 5 Events, Men (Intercalated)"
547,10,"Team All-Around, Men (Intercalated)"
548,10,"Tug-Of-War, Men (Intercalated)"
549,45,Cycling Road (Cycling)
550,45,"Road Race, Individual, Men (Olympic)"
551,45,Shooting
552,45,"Military Pistol, 25 metres, Men (Olympic)"
553,45,"Military Rifle, 200 metres, Men (Olympic)"
554,45,"Tumbling, Men (Olympic)"
555,45,"Rope Climbing, Men (Intercalated)"
556,45,"Decathlon, Men (Olympic)"
557,45,"Club Swinging, Men (Olympic)"
558,4,"Plain High, Men (Olympic)"
559,4,Artistic Gymnastics (Gymnastics)
560,4,"Team All-Around, Free System, Men (Olympic)"
561,10,"Standing Long Jump, Men (Olympic)"
562,45,"Standing Long Jump, Men (Olympic)"
563,45,"Javelin Throw, Men (Olympic)"
564,10,"Standing High Jump, Men (Intercalated)"
565,10,"Triple Jump, Men (Intercalated)"
566,45,"400 metres, Men (Olympic)"
567,45,"Discus Throw, Men (Olympic)"
568,98,"Tug-Of-War, Men (Intercalated)"
569,98,"Javelin Throw, Freestyle, Men (Intercalated)"
570,45,Fencing
571,45,"Sabre, Individual, Men (Olympic)"
572,45,"110 metres Hurdles, Men (Olympic)"
573,4,"Platform, Men (Intercalated)"
574,4,Tug-Of-War
575,4,"Tug-Of-War, Men (Intercalated)"
576,41,Artistic Gymnastics (Gymnastics)
577,41,"Team All-Around, Men (Olympic)"
578,45,"Individual All-Around, 4 Events, Men (Olympic)"
583,48,"Handball, Men (Olympic)"
584,48,Handball
585,84,"Combined, Men (Olympic)"
586,84,Cross Country Skiing (Skiing)
588,56,"Half-Middleweight, Women (Olympic)"
589,56,"Lightweight, Women (Olympic)"
590,56,"Heavyweight, Women (Olympic)"
592,56,"Half-Heavyweight, Women (Olympic)"
594,56,"Extra-Lightweight, Women (Olympic)"
595,56,"Middleweight, Women (Olympic)"
597,56,"Half-Lightweight, Women (Olympic)"
601,103,"Heavyweight, Freestyle, Women (Olympic)"
603,56,"Lightweight, Men (Olympic)"
604,56,"Half-Middleweight, Men (Olympic)"
605,56,"Half-Lightweight, Men (Olympic)"
606,56,"Open Class, Men (Olympic)"
607,56,"Extra-Lightweight, Men (Olympic)"
608,56,"Middleweight, Men (Olympic)"
609,56,"Half-Heavyweight, Men (Olympic)"
610,56,"Heavyweight, Men (Olympic)"
611,104,"Welterweight, Greco-Roman, Men (Olympic)"
612,103,"Welterweight, Freestyle, Men (Olympic)"
613,60,Shooting
614,60,"Rapid-Fire Pistol, 25 metres, Men (Olympic)"
616,60,"Sabre, Team, Men (Olympic)"
617,88,"Individual, Men (Olympic)"
618,60,"Épée, Individual, Men (Olympic)"
619,60,Athletics
620,60,"Pole Vault, Men (Olympic)"
621,60,Swimming (Aquatics)
622,60,"200 metres Breaststroke, Men (Olympic)"
623,60,"400 metres Breaststroke, Men (Olympic)"
624,79,"Rapid-Fire Pistol, 25 metres, Men (Olympic)"
625,39,Modern Pentathlon
626,74,"Double Sculls, Women (Olympic)"
627,74,"Coxless Pairs, Women (Olympic)"
628,74,"Lightweight Double Sculls, Women (Olympic)"
629,74,"Coxed Fours, Men (Olympic)"
630,74,"Coxless Pairs, Men (Olympic)"
633,74,"Quadruple Sculls, Men (Olympic)"
634,74,"Single Sculls, Men (Olympic)"
635,74,"Double Sculls, Men (Olympic)"
636,74,"Lightweight Coxless Fours, Men (Olympic)"
637,74,"Lightweight Double Sculls, Men (Olympic)"
638,74,"Coxed Fours, Women (Olympic)"
639,74,"Eights, Women (Olympic)"
641,74,"Quadruple Sculls, Women (Olympic)"
642,74,"Coxed Fours, Outriggers, Men (Olympic)"
643,74,"Coxless Fours, Boys (Olympic (non-medal))"
644,74,"Eights, Boys (Olympic (non-medal))"
645,22,Rowing
646,22,"Eights, Men (Olympic)"
648,9,"Literature, Lyric Works, Open (Olympic)"
649,7,"Water Polo, Men (Olympic)"
650,74,Water Polo (Aquatics)
651,74,"Water Polo, Men (Olympic)"
653,74,"Coxed Fours, Inriggers, Men (Olympic)"
654,78,"Savate, Men (Olympic (non-medal))"
655,74,"Single Sculls, Association, Men (Olympic (non-medal))"
656,6,"200 metres Breaststroke, Men (Olympic)"
657,9,"Sculpturing, Medals And Reliefs, Open (Olympic)"
658,9,"Sculpturing, Statues, Open (Olympic)"
659,9,"Sculpturing, Unknown Event, Open (Olympic)"
660,74,Art Competitions
661,74,"Painting, Graphic Arts, Open (Olympic)"
662,74,"Coxless Fours, Intermediate, Men (Olympic (non-medal))"
664,74,"Coxless Pairs, Intermediate, Men (Olympic (non-medal))"
665,77,"Two Person Keelboat, Open (Olympic)"
666,74,"Double Sculls, Intermediate, Men (Olympic (non-medal))"
667,74,"Eights, Intermediate, Men (Olympic (non-medal))"
668,79,"Air Rifle, 10 metres, Women (Olympic)"
669,79,"Trap, Open (Olympic)"
670,79,"Trap, Men (Olympic)"
671,79,"Double Trap, Men (Olympic)"
672,79,"Air Pistol, 10 metres, Women (Olympic)"
673,79,"Sporting Pistol, 25 metres, Women (Olympic)"
674,79,"Free Pistol, 50 metres, Open (Olympic)"
675,79,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)"
676,79,"Free Pistol, 50 metres, Men (Olympic)"
677,79,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)"
