id_secundario,nombre_secundario,id_canonico,nombre_canonico,norm_name,sexo,nocs,part_secundario,part_canonico
273672,Yukifumi Murakami,106004,Yukifumi Murakami,yukifumi murakami,male,108,1,6
221367,Stuart Farquhar,106007,Stuart Farquhar,stuart farquhar,male,157,1,8
221368,Stuart Farquhar,106007,Stuart Farquhar,stuart farquhar,male,157,1,8
221369,Stuart Farquhar,106007,Stuart Farquhar,stuart farquhar,male,157,1,8
281914,Park Jae-myeong,106008,Park Jae-Myeong,park jae-myeong,male,113,1,4
238738,Chaunte Howard-lowe,106016,Chaunté Howard-Lowe,chaunte howard-lowe,female,223,1,8
238739,Chaunte Howard-lowe,106016,Chaunté Howard-Lowe,chaunte howard-lowe,female,223,1,8
238740,Chaunte Howard-lowe,106016,Chaunté Howard-Lowe,chaunte howard-lowe,female,223,1,8
206253,Anna Chicherova,106021,Anna Chicherova,anna chicherova,female,177,1,5
206254,Anna Chicherova,106021,Anna Chicherova,anna chicherova,female,177,1,5
205172,Nungruthai Chaipetch,106025,Nungruthai Chaipetch,nungruthai chaipetch,female,206,1,4
207340,Timicka Clarke,106030,Timicka Clarke,timicka clarke,female,17,1,4
239759,Wanda Hutson,106052,Wanda Hutson,wanda hutson,female,212,1,4
183963,Kelly-ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,212,1,17
191919,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"212,69",2,17
191920,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"14,212",2,17
191921,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"212,43",2,17
191922,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"193,212",2,17
191923,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"212,78",2,17
191924,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"212,38",2,17
191925,Kelly-Ann Baptiste,106053,Kelly-Ann Baptiste,kelly-ann baptiste,female,"212,99",2,17
191716,Oana Ban,106054,Oana Ban,oana ban,female,"150,175",2,8
191717,Oana Ban,106054,Oana Ban,oana ban,female,"162,175",2,8
191718,Oana Ban,106054,Oana Ban,oana ban,female,"150,175",2,8
191719,Oana Ban,106054,Oana Ban,oana ban,female,"150,175",2,8
191720,Oana Ban,106054,Oana Ban,oana ban,female,"150,175",2,8
219928,Alexandra Eremia,106055,Alexandra Eremia,alexandra eremia,female,175,1,10
219929,Alexandra Eremia,106055,Alexandra Eremia,alexandra eremia,female,175,1,10
219930,Alexandra Eremia,106055,Alexandra Eremia,alexandra eremia,female,175,1,10
219931,Alexandra Eremia,106055,Alexandra Eremia,alexandra eremia,female,175,1,10
307761,Silvia Stroescu,106059,Silvia Stroescu,silvia stroescu,female,175,1,10
307762,Silvia Stroescu,106059,Silvia Stroescu,silvia stroescu,female,175,1,10
307763,Silvia Stroescu,106059,Silvia Stroescu,silvia stroescu,female,175,1,10
307764,Silvia Stroescu,106059,Silvia Stroescu,silvia stroescu,female,175,1,10
234860,Annia Hatch,106061,Annia Hatch,annia hatch,female,223,1,4
234861,Annia Hatch,106061,Annia Hatch,annia hatch,female,223,1,4
239464,Terin Humphrey,106062,Terin Humphrey,terin humphrey,female,223,1,10
239465,Terin Humphrey,106062,Terin Humphrey,terin humphrey,female,223,1,10
239466,Terin Humphrey,106062,Terin Humphrey,terin humphrey,female,223,1,10
239467,Terin Humphrey,106062,Terin Humphrey,terin humphrey,female,223,1,10
266866,Courtney Mccool,106064,Courtney McCool,courtney mccool,female,223,1,12
266867,Courtney Mccool,106064,Courtney McCool,courtney mccool,female,223,1,12
266868,Courtney Mccool,106064,Courtney McCool,courtney mccool,female,223,1,12
266869,Courtney Mccool,106064,Courtney McCool,courtney mccool,female,223,1,12
266870,Courtney Mccool,106064,Courtney McCool,courtney mccool,female,223,1,12
205954,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205955,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205956,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205957,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205958,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205959,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205960,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205961,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
205962,Cheng Fei,106066,Cheng Fei,cheng fei,female,43,1,20
221194,Fan Ye,106067,Fan Ye,fan ye,female,43,1,10
221195,Fan Ye,106067,Fan Ye,fan ye,female,43,1,10
221196,Fan Ye,106067,Fan Ye,fan ye,female,43,1,10
221197,Fan Ye,106067,Fan Ye,fan ye,female,43,1,10
258297,Li Ya,106068,Li Ya,li ya,female,43,1,10
258298,Li Ya,106068,Li Ya,li ya,female,43,1,10
258299,Li Ya,106068,Li Ya,li ya,female,43,1,10
258300,Li Ya,106068,Li Ya,li ya,female,43,1,10
322208,Wang Tiantian,106070,Wang Tiantian,wang tiantian,female,43,1,12
322209,Wang Tiantian,106070,Wang Tiantian,wang tiantian,female,43,1,12
322210,Wang Tiantian,106070,Wang Tiantian,wang tiantian,female,43,1,12
322211,Wang Tiantian,106070,Wang Tiantian,wang tiantian,female,43,1,12
322212,Wang Tiantian,106070,Wang Tiantian,wang tiantian,female,43,1,12
328606,Zhang Nan,106071,Zhang Nan,zhang nan,female,43,1,12
328607,Zhang Nan,106071,Zhang Nan,zhang nan,female,43,1,12
328608,Zhang Nan,106071,Zhang Nan,zhang nan,female,43,1,12
328609,Zhang Nan,106071,Zhang Nan,zhang nan,female,43,1,12
328610,Zhang Nan,106071,Zhang Nan,zhang nan,female,43,1,12
327016,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
327017,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
327018,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
327019,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
327020,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
327021,Lyudmila Yezhova-grebenkova,106072,Lyudmila Yezhova-Grebenkova,lyudmila yezhova-grebenkova,female,177,1,14
252615,Mariya Kryuchkova,106073,Mariya Kryuchkova,mariya kryuchkova,female,177,1,8
252616,Mariya Kryuchkova,106073,Mariya Kryuchkova,mariya kryuchkova,female,177,1,8
252617,Mariya Kryuchkova,106073,Mariya Kryuchkova,mariya kryuchkova,female,177,1,8
282715,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282716,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282717,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282718,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282719,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282720,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282721,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282722,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282723,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282724,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
282725,Anna Pavlova,106074,Anna Pavlova,anna pavlova,female,177,1,24
328977,Nataliya Ziganshina,106075,Nataliya Ziganshina,nataliya ziganshina,female,177,1,12
328978,Nataliya Ziganshina,106075,Nataliya Ziganshina,nataliya ziganshina,female,177,1,12
328979,Nataliya Ziganshina,106075,Nataliya Ziganshina,nataliya ziganshina,female,177,1,12
328980,Nataliya Ziganshina,106075,Nataliya Ziganshina,nataliya ziganshina,female,177,1,12
328981,Nataliya Ziganshina,106075,Nataliya Ziganshina,nataliya ziganshina,female,177,1,12
185230,Mirabella Akhunu,106076,Mirabella Akhunu,mirabella akhunu,female,"219,67",2,13
185231,Mirabella Akhunu,106076,Mirabella Akhunu,mirabella akhunu,female,"219,67",2,13
185232,Mirabella Akhunu,106076,Mirabella Akhunu,mirabella akhunu,female,"14,219",2,13
185233,Mirabella Akhunu,106076,Mirabella Akhunu,mirabella akhunu,female,"21,219",2,13
185234,Mirabella Akhunu,106076,Mirabella Akhunu,mirabella akhunu,female,"150,219",2,13
251804,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251805,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251806,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251807,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251808,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251809,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251810,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251811,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251812,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251813,Alina Kozich,106077,Alina Kozich,alina kozich,female,219,1,22
251994,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
251995,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
251996,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
251997,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
251998,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
251999,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
252000,Iryna Krasnianska,106078,Iryna Krasnianska,iryna krasnianska,female,219,1,16
301016,Olha Shcherbatykh,106079,Olha Shcherbatykh,olha shcherbatykh,female,219,1,8
301017,Olha Shcherbatykh,106079,Olha Shcherbatykh,olha shcherbatykh,female,219,1,8
301018,Olha Shcherbatykh,106079,Olha Shcherbatykh,olha shcherbatykh,female,219,1,8
326727,Iryna Yarotska,106080,Iryna Yarotska,iryna yarotska,female,219,1,12
326728,Iryna Yarotska,106080,Iryna Yarotska,iryna yarotska,female,219,1,12
326729,Iryna Yarotska,106080,Iryna Yarotska,iryna yarotska,female,219,1,12
326730,Iryna Yarotska,106080,Iryna Yarotska,iryna yarotska,female,219,1,12
326731,Iryna Yarotska,106080,Iryna Yarotska,iryna yarotska,female,219,1,12
205128,Coralie Chacon,106081,Coralie Chacon,coralie chacon,female,73,1,10
205129,Coralie Chacon,106081,Coralie Chacon,coralie chacon,female,73,1,10
205130,Coralie Chacon,106081,Coralie Chacon,coralie chacon,female,73,1,10
205131,Coralie Chacon,106081,Coralie Chacon,coralie chacon,female,73,1,10
205417,Soraya Chaouch,106082,Soraya Chaouch,soraya chaouch,female,73,1,12
205418,Soraya Chaouch,106082,Soraya Chaouch,soraya chaouch,female,73,1,12
205419,Soraya Chaouch,106082,Soraya Chaouch,soraya chaouch,female,73,1,12
205420,Soraya Chaouch,106082,Soraya Chaouch,soraya chaouch,female,73,1,12
205421,Soraya Chaouch,106082,Soraya Chaouch,soraya chaouch,female,73,1,12
213531,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213532,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213533,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213534,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213535,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213536,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213537,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213538,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
213539,Marine Debauve,106083,Marine Debauve,marine debauve,female,73,1,20
298884,Camille Schmutz,106085,Camille Schmutz,camille schmutz,female,73,1,8
298885,Camille Schmutz,106085,Camille Schmutz,camille schmutz,female,73,1,8
298886,Camille Schmutz,106085,Camille Schmutz,camille schmutz,female,73,1,8
275903,Karen Nguyen,106091,Karen Nguyen,karen nguyen,female,14,1,10
275904,Karen Nguyen,106091,Karen Nguyen,karen nguyen,female,14,1,10
275905,Karen Nguyen,106091,Karen Nguyen,karen nguyen,female,14,1,10
275906,Karen Nguyen,106091,Karen Nguyen,karen nguyen,female,14,1,10
271689,Stephanie Moorhouse,106092,Stephanie Moorhouse,stephanie moorhouse,female,14,1,12
271690,Stephanie Moorhouse,106092,Stephanie Moorhouse,stephanie moorhouse,female,14,1,12
271691,Stephanie Moorhouse,106092,Stephanie Moorhouse,stephanie moorhouse,female,14,1,12
271692,Stephanie Moorhouse,106092,Stephanie Moorhouse,stephanie moorhouse,female,14,1,12
271693,Stephanie Moorhouse,106092,Stephanie Moorhouse,stephanie moorhouse,female,14,1,12
273613,Melissa Munro,106093,Melissa Munro,melissa munro,female,14,1,10
273614,Melissa Munro,106093,Melissa Munro,melissa munro,female,14,1,10
273615,Melissa Munro,106093,Melissa Munro,melissa munro,female,14,1,10
273616,Melissa Munro,106093,Melissa Munro,melissa munro,female,14,1,10
295237,Monette Russo,106094,Monette Russo,monette russo,female,14,1,12
295238,Monette Russo,106094,Monette Russo,monette russo,female,14,1,12
295239,Monette Russo,106094,Monette Russo,monette russo,female,14,1,12
295240,Monette Russo,106094,Monette Russo,monette russo,female,14,1,12
295241,Monette Russo,106094,Monette Russo,monette russo,female,14,1,12
271071,Caroline Molinari,106096,Caroline Molinari,caroline molinari,female,31,1,4
271072,Caroline Molinari,106096,Caroline Molinari,caroline molinari,female,31,1,4
191904,Melanie Banville,106099,Melanie Banville,melanie banville,female,"38,57",2,13
191905,Melanie Banville,106099,Melanie Banville,melanie banville,female,"219,38",2,13
191906,Melanie Banville,106099,Melanie Banville,melanie banville,female,"38,58",2,13
191907,Melanie Banville,106099,Melanie Banville,melanie banville,female,"38,99",2,13
191908,Melanie Banville,106099,Melanie Banville,melanie banville,female,"38,78",2,13
262240,Gael Mackie,106100,Gael Mackie,gael mackie,female,38,1,6
262241,Gael Mackie,106100,Gael Mackie,gael mackie,female,38,1,6
286196,Amelie Plante,106101,Amélie Plante,amelie plante,female,38,1,12
286197,Amelie Plante,106101,Amélie Plante,amelie plante,female,38,1,12
286198,Amelie Plante,106101,Amélie Plante,amelie plante,female,38,1,12
286199,Amelie Plante,106101,Amélie Plante,amelie plante,female,38,1,12
286200,Amelie Plante,106101,Amélie Plante,amelie plante,female,38,1,12
221883,Cherrelle Fennell,106104,Cherrelle Fennell,cherrelle fennell,female,78,1,10
221884,Cherrelle Fennell,106104,Cherrelle Fennell,cherrelle fennell,female,78,1,10
221885,Cherrelle Fennell,106104,Cherrelle Fennell,cherrelle fennell,female,78,1,10
221886,Cherrelle Fennell,106104,Cherrelle Fennell,cherrelle fennell,female,78,1,10
237417,Vanessa Hobbs,106105,Vanessa Hobbs,vanessa hobbs,female,78,1,12
237418,Vanessa Hobbs,106105,Vanessa Hobbs,vanessa hobbs,female,78,1,12
237419,Vanessa Hobbs,106105,Vanessa Hobbs,vanessa hobbs,female,78,1,12
237420,Vanessa Hobbs,106105,Vanessa Hobbs,vanessa hobbs,female,78,1,12
237421,Vanessa Hobbs,106105,Vanessa Hobbs,vanessa hobbs,female,78,1,12
257254,Katy Lennon,106106,Katy Lennon,katy lennon,female,78,1,12
257255,Katy Lennon,106106,Katy Lennon,katy lennon,female,78,1,12
257256,Katy Lennon,106106,Katy Lennon,katy lennon,female,78,1,12
257257,Katy Lennon,106106,Katy Lennon,katy lennon,female,78,1,12
257258,Katy Lennon,106106,Katy Lennon,katy lennon,female,78,1,12
324731,Nicola Willis,106109,Nicola Willis,nicola willis,female,78,1,12
324732,Nicola Willis,106109,Nicola Willis,nicola willis,female,78,1,12
324733,Nicola Willis,106109,Nicola Willis,nicola willis,female,78,1,12
324734,Nicola Willis,106109,Nicola Willis,nicola willis,female,78,1,12
324735,Nicola Willis,106109,Nicola Willis,nicola willis,female,78,1,12
233739,Han Jong-ok,106110,Han Jong-Ok,han jong-ok,female,169,1,8
233740,Han Jong-ok,106110,Han Jong-Ok,han jong-ok,female,169,1,8
233741,Han Jong-ok,106110,Han Jong-Ok,han jong-ok,female,169,1,8
238142,Hong Su-jong,106111,Hong Su-Jong,hong su-jong,female,169,1,12
238143,Hong Su-jong,106111,Hong Su-Jong,hong su-jong,female,169,1,12
238144,Hong Su-jong,106111,Hong Su-Jong,hong su-jong,female,169,1,12
238145,Hong Su-jong,106111,Hong Su-Jong,hong su-jong,female,169,1,12
238146,Hong Su-jong,106111,Hong Su-Jong,hong su-jong,female,169,1,12
245472,Kang Yun-mi,106112,Kang Yun-Mi,kang yun-mi,female,169,1,8
245473,Kang Yun-mi,106112,Kang Yun-Mi,kang yun-mi,female,169,1,8
245474,Kang Yun-mi,106112,Kang Yun-Mi,kang yun-mi,female,169,1,8
248543,Kim Un-jong,106113,Kim Un-Jong,kim un-jong,female,169,1,12
248544,Kim Un-jong,106113,Kim Un-Jong,kim un-jong,female,169,1,12
248545,Kim Un-jong,106113,Kim Un-Jong,kim un-jong,female,169,1,12
248546,Kim Un-jong,106113,Kim Un-Jong,kim un-jong,female,169,1,12
248547,Kim Un-jong,106113,Kim Un-Jong,kim un-jong,female,169,1,12
288632,Pyon Kwang-sun,106114,Pyon Kwang-Sun,pyon kwang-sun,female,169,1,12
288633,Pyon Kwang-sun,106114,Pyon Kwang-Sun,pyon kwang-sun,female,169,1,12
288634,Pyon Kwang-sun,106114,Pyon Kwang-Sun,pyon kwang-sun,female,169,1,12
288635,Pyon Kwang-sun,106114,Pyon Kwang-Sun,pyon kwang-sun,female,169,1,12
288636,Pyon Kwang-sun,106114,Pyon Kwang-Sun,pyon kwang-sun,female,169,1,12
291355,Ri Hae-yon,106115,Ri Hae-Yon,ri hae-yon,female,169,1,12
291356,Ri Hae-yon,106115,Ri Hae-Yon,ri hae-yon,female,169,1,12
291357,Ri Hae-yon,106115,Ri Hae-Yon,ri hae-yon,female,169,1,12
291358,Ri Hae-yon,106115,Ri Hae-Yon,ri hae-yon,female,169,1,12
291359,Ri Hae-yon,106115,Ri Hae-Yon,ri hae-yon,female,169,1,12
203825,Celeste Carnevale,106116,Celeste Carnevale,celeste carnevale,female,10,1,10
203826,Celeste Carnevale,106116,Celeste Carnevale,celeste carnevale,female,10,1,10
203827,Celeste Carnevale,106116,Celeste Carnevale,celeste carnevale,female,10,1,10
203828,Celeste Carnevale,106116,Celeste Carnevale,celeste carnevale,female,10,1,10
318570,Aagje Vanwalleghem,106117,Aagje Vanwalleghem,aagje vanwalleghem,female,21,1,10
318571,Aagje Vanwalleghem,106117,Aagje Vanwalleghem,aagje vanwalleghem,female,21,1,10
318572,Aagje Vanwalleghem,106117,Aagje Vanwalleghem,aagje vanwalleghem,female,21,1,10
318573,Aagje Vanwalleghem,106117,Aagje Vanwalleghem,aagje vanwalleghem,female,21,1,10
273921,Yvonne Musik,106122,Yvonne Musik,yvonne musik,female,83,1,10
273922,Yvonne Musik,106122,Yvonne Musik,yvonne musik,female,83,1,10
273923,Yvonne Musik,106122,Yvonne Musik,yvonne musik,female,83,1,10
273924,Yvonne Musik,106122,Yvonne Musik,yvonne musik,female,83,1,10
188590,Maria Apostolidi,106123,Maria Apostolidi,maria apostolidi,female,"125,85",2,11
188591,Maria Apostolidi,106123,Maria Apostolidi,maria apostolidi,female,"125,85",2,11
188592,Maria Apostolidi,106123,Maria Apostolidi,maria apostolidi,female,"200,85",2,11
188593,Maria Apostolidi,106123,Maria Apostolidi,maria apostolidi,female,"223,85",2,11
196414,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196415,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196416,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196417,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196418,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196419,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196420,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
196421,Stefani Bisbikou,106124,Stefani Bisbikou,stefani bisbikou,female,85,1,18
309500,Krisztina Szarka,106125,Krisztina Szarka,krisztina szarka,female,94,1,10
309501,Krisztina Szarka,106125,Krisztina Szarka,krisztina szarka,female,94,1,10
309502,Krisztina Szarka,106125,Krisztina Szarka,krisztina szarka,female,94,1,10
309503,Krisztina Szarka,106125,Krisztina Szarka,krisztina szarka,female,94,1,10
240867,Manami Ishizaka,106127,Manami Ishizaka,manami ishizaka,female,108,1,10
240868,Manami Ishizaka,106127,Manami Ishizaka,manami ishizaka,female,108,1,10
240869,Manami Ishizaka,106127,Manami Ishizaka,manami ishizaka,female,108,1,10
240870,Manami Ishizaka,106127,Manami Ishizaka,manami ishizaka,female,108,1,10
280091,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280092,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280093,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280094,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280095,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280096,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280097,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280098,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
280099,Kyoko Oshima,106128,Kyoko Oshima,kyoko oshima,female,108,1,20
281897,Park Gyeong-a,106129,Park Gyeong-A,park gyeong-a,female,113,1,10
281898,Park Gyeong-a,106129,Park Gyeong-A,park gyeong-a,female,113,1,10
281899,Park Gyeong-a,106129,Park Gyeong-A,park gyeong-a,female,113,1,10
281900,Park Gyeong-a,106129,Park Gyeong-A,park gyeong-a,female,113,1,10
234398,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234399,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234400,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234401,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234402,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234403,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234404,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
234405,Suzanne Harmes,106132,Suzanne Harmes,suzanne harmes,female,150,1,18
264881,Melanie Marti,106135,Melanie Marti,melanie marti,female,197,1,10
264882,Melanie Marti,106135,Melanie Marti,melanie marti,female,197,1,10
264883,Melanie Marti,106135,Melanie Marti,melanie marti,female,197,1,10
264884,Melanie Marti,106135,Melanie Marti,melanie marti,female,197,1,10
246051,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246052,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246053,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246054,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246055,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246056,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246057,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246058,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246059,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246060,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
246061,Takehiro Kashima,106137,Takehiro Kashima,takehiro kashima,male,108,1,12
270621,Hisashi Mizutori,106138,Hisashi Mizutori,hisashi mizutori,male,108,1,6
270622,Hisashi Mizutori,106138,Hisashi Mizutori,hisashi mizutori,male,108,1,6
270623,Hisashi Mizutori,106138,Hisashi Mizutori,hisashi mizutori,male,108,1,6
270624,Hisashi Mizutori,106138,Hisashi Mizutori,hisashi mizutori,male,108,1,6
270625,Hisashi Mizutori,106138,Hisashi Mizutori,hisashi mizutori,male,108,1,6
274517,Daisuke Nakano,106139,Daisuke Nakano,daisuke nakano,male,108,1,6
274518,Daisuke Nakano,106139,Daisuke Nakano,daisuke nakano,male,108,1,6
274519,Daisuke Nakano,106139,Daisuke Nakano,daisuke nakano,male,108,1,6
274520,Daisuke Nakano,106139,Daisuke Nakano,daisuke nakano,male,108,1,6
274521,Daisuke Nakano,106139,Daisuke Nakano,daisuke nakano,male,108,1,6
313433,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313434,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313435,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313436,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313437,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313438,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313439,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313440,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313441,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313442,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313443,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313444,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313445,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
313446,Hiroyuki Tomita,106140,Hiroyuki Tomita,hiroyuki tomita,male,108,1,15
327128,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327129,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327130,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327131,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327132,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327133,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
327134,Isao Yoneda,106141,Isao Yoneda,isao yoneda,male,108,1,8
227062,Jason Gatson,106142,Jason Gatson,jason gatson,male,223,1,6
227063,Jason Gatson,106142,Jason Gatson,jason gatson,male,223,1,6
227064,Jason Gatson,106142,Jason Gatson,jason gatson,male,223,1,6
227065,Jason Gatson,106142,Jason Gatson,jason gatson,male,223,1,6
227066,Jason Gatson,106142,Jason Gatson,jason gatson,male,223,1,6
266827,Brett Mcclure,106143,Brett McClure,brett mcclure,male,223,1,8
266828,Brett Mcclure,106143,Brett McClure,brett mcclure,male,223,1,8
266829,Brett Mcclure,106143,Brett McClure,brett mcclure,male,223,1,8
266830,Brett Mcclure,106143,Brett McClure,brett mcclure,male,223,1,8
266831,Brett Mcclure,106143,Brett McClure,brett mcclure,male,223,1,8
