id_evento_secundario,nombre_secundario,id_evento_canonico,nombre_canonico,deporte,disciplina,part_secundario,part_canonico
2145,Athletics Women's 4 x 400 metres Relay,340,"4 × 400 metres Relay, Women (Olympic)",Athletics,Athletics,1127,955
2489,Racquets Men's Singles,341,"Singles, Men (Olympic)",Racquets,Racquets,7,8
2102,Bobsleigh Men's Two,342,"Two, Men (Olympic)",Bobsleigh,Bobsleigh,1045,1164
2032,Golf Women's Individual,349,"Individual, Women (Olympic)",Golf,Golf,93,127
1955,"Fencing Men's Foil, Individual",358,"Foil, Individual, Men (Olympic)",Fencing,Fencing,1839,1483
2731,Men's Foil Individual,358,"Foil, Individual, Men (Olympic)",Fencing,Fencing,73,1483
2490,Racquets Men's Doubles,361,"Doubles, Men (Olympic)",Racquets,Racquets,7,4
1157,"Shot Put, Men (Olympic (non-medal))",383,"Shot Put, Men (Olympic)",Athletics,Athletics,5,803
1928,Athletics Men's Shot Put,383,"Shot Put, Men (Olympic)",Athletics,Athletics,924,803
2736,Men's Shot Put,383,"Shot Put, Men (Olympic)",Athletics,Athletics,63,803
392,"56-pound Weight Throw, Men (Olympic (non-medal))",391,"56-pound Weight Throw, Men (Olympic)",Athletics,Athletics,4,21
2613,Athletics Men's 56-pound Weight Throw,391,"56-pound Weight Throw, Men (Olympic)",Athletics,Athletics,27,21
394,"Discus Throw, Men (Olympic (non-medal))",393,"Discus Throw, Men (Olympic)",Athletics,Athletics,5,928
2097,Athletics Men's Discus Throw,393,"Discus Throw, Men (Olympic)",Athletics,Athletics,1104,928
2951,Men's Discus Throw,393,"Discus Throw, Men (Olympic)",Athletics,Athletics,63,928
1109,"Hammer Throw, Men (Olympic (non-medal))",395,"Hammer Throw, Men (Olympic)",Athletics,Athletics,5,702
2016,Athletics Men's Hammer Throw,395,"Hammer Throw, Men (Olympic)",Athletics,Athletics,859,702
2869,Men's Hammer Throw,395,"Hammer Throw, Men (Olympic)",Athletics,Athletics,64,702
2062,Athletics Men's Javelin Throw,398,"Javelin Throw, Men (Olympic)",Athletics,Athletics,945,767
2696,Men's Javelin Throw,398,"Javelin Throw, Men (Olympic)",Athletics,Athletics,64,767
2173,"Athletics Men's Javelin Throw, Both Hands",399,"Javelin Throw, Both Hands, Men (Olympic)",Athletics,Athletics,23,27
1966,Athletics Men's 4 x 100 metres Relay,400,"4 × 100 metres Relay, Men (Olympic)",Athletics,Athletics,2525,2625
2242,"Fencing Women's Foil, Individual",406,"Foil, Individual, Women (Olympic)",Fencing,Fencing,1180,864
2945,Women's Foil Individual,406,"Foil, Individual, Women (Olympic)",Fencing,Fencing,68,864
2212,"Fencing Women's Foil, Team",407,"Foil, Team, Women (Olympic)",Fencing,Fencing,849,641
2946,Women's Foil Team,407,"Foil, Team, Women (Olympic)",Fencing,Fencing,64,641
2083,"Fencing Women's epee, Individual",408,"Épée, Individual, Women (Olympic)",Fencing,Fencing,303,255
2706,Women's Épée Individual,408,"Épée, Individual, Women (Olympic)",Fencing,Fencing,70,255
2432,"Fencing Women's epee, Team",409,"Épée, Team, Women (Olympic)",Fencing,Fencing,206,186
2968,Women's Épée Team,409,"Épée, Team, Women (Olympic)",Fencing,Fencing,64,186
2004,"Fencing Men's Foil, Team",410,"Foil, Team, Men (Olympic)",Fencing,Fencing,1734,1440
2732,Men's Foil Team,410,"Foil, Team, Men (Olympic)",Fencing,Fencing,67,1440
1957,"Fencing Men's epee, Team",411,"Épée, Team, Men (Olympic)",Fencing,Fencing,2244,1869
2956,Men's Épée Team,411,"Épée, Team, Men (Olympic)",Fencing,Fencing,68,1869
826,"100 metres Freestyle, Men (Olympic)",412,"100 metres Freestyle, Men (Olympic)",Aquatics,Swimming,4,1380
835,"100 metres Freestyle, Men (Olympic)",412,"100 metres Freestyle, Men (Olympic)",Aquatics,Swimming,8,1380
2006,Swimming Men's 100 metres Freestyle,412,"100 metres Freestyle, Men (Olympic)",Aquatics,Swimming,1712,1380
2659,Swimming Men's 500 metres Freestyle,413,"500 metres Freestyle, Men (Olympic)",Aquatics,Swimming,4,7
2475,"Fencing Men's Sabre, Individual, Three Hits",414,"Sabre, Individual, Three Hits, Men (Olympic)",Fencing,Fencing,32,21
2378,"Fencing Men's Sabre, Masters, Individual",415,"Sabre, Masters, Individual, Men (Olympic)",Fencing,Fencing,34,29
827,"400 metres Freestyle, Men (Olympic)",418,"400 metres Freestyle, Men (Olympic)",Aquatics,Swimming,9,1032
883,"400 metres Freestyle, Men (Olympic)",418,"400 metres Freestyle, Men (Olympic)",Aquatics,Swimming,4,1032
1914,Swimming Men's 400 metres Freestyle,418,"400 metres Freestyle, Men (Olympic)",Aquatics,Swimming,1244,1032
891,Water Polo (Aquatics),419,Water Polo (Aquatics),Aquatics,Swimming,4,141
892,"Water Polo, Men (Olympic)",420,"Water Polo, Men (Olympic)",Aquatics,Swimming,4,140
2427,"Fencing Men's Foil, Masters, Individual",426,"Foil, Masters, Individual, Men (Olympic)",Fencing,Fencing,73,63
2428,"Fencing Men's epee, Masters, Individual",427,"Épée, Masters, Individual, Men (Olympic)",Fencing,Fencing,50,45
2503,"Shooting Men's Free Pistol, 50 yards",431,"Free Pistol, 50 yards, Men (Olympic)",Shooting,Shooting,61,42
2480,"Shooting Men's Trap, Team",455,"Trap, Team, Men (Olympic)",Shooting,Shooting,245,181
465,"Foil, Individual, Boys (Olympic (non-medal))",1621,"Foil, Individual, Boys (YOG)",Fencing,Fencing,3,3
2649,"Fencing Men's Single Sticks, Individual",466,"Single Sticks, Individual, Men (Olympic)",Fencing,Fencing,5,3
2047,Athletics Men's 200 metres,467,"200 metres, Men (Olympic)",Athletics,Athletics,2026,1733
3100,Women,468,"Football, Women (Olympic)",Football,Football,240,1817
2045,Diving Women's Platform,469,"Platform, Women (Olympic)",Aquatics,Diving,715,514
2369,Diving Women's Synchronized Platform,470,"Synchronized Platform, Women (Olympic)",Aquatics,Diving,110,95
1983,Diving Men's Platform,471,"Platform, Men (Olympic)",Aquatics,Diving,963,702
2303,Diving Men's Synchronized Platform,472,"Synchronized Platform, Men (Olympic)",Aquatics,Diving,96,95
2042,Athletics Men's 4 x 400 metres Relay,476,"4 × 400 metres Relay, Men (Olympic)",Athletics,Athletics,2323,2438
2112,Gymnastics Women's Individual All-Around,479,"Individual All-Around, Women (Olympic)",Gymnastics,Artistic Gymnastics,2206,1615
2114,Gymnastics Women's Floor Exercise,480,"Floor Exercise, Women (Olympic)",Gymnastics,Artistic Gymnastics,2192,1606
2705,Women's Floor Exercise,480,"Floor Exercise, Women (Olympic)",Gymnastics,Artistic Gymnastics,176,1606
2115,Gymnastics Women's Horse Vault,481,"Horse Vault, Women (Olympic)",Gymnastics,Artistic Gymnastics,1956,1355
2116,Gymnastics Women's Uneven Bars,482,"Uneven Bars, Women (Olympic)",Gymnastics,Artistic Gymnastics,2193,1612
2703,Women's Uneven Bars,482,"Uneven Bars, Women (Olympic)",Gymnastics,Artistic Gymnastics,182,1612
2117,Gymnastics Women's Balance Beam,483,"Balance Beam, Women (Olympic)",Gymnastics,Artistic Gymnastics,2195,1614
2704,Women's Balance Beam,483,"Balance Beam, Women (Olympic)",Gymnastics,Artistic Gymnastics,182,1614
2113,Gymnastics Women's Team All-Around,484,"Team All-Around, Women (Olympic)",Gymnastics,Artistic Gymnastics,2157,1528
1382,"Individual, Women (Olympic)",485,"Individual, Women (Olympic)",Gymnastics,Rhythmic Gymnastics,89,295
2175,Gymnastics Women's Team Portable Apparatus,486,"Team Portable Apparatus, Women (Olympic)",Gymnastics,Artistic Gymnastics,291,182
579,"Individual All-Around, Men (Olympic (non-medal))",488,"Individual All-Around, Men (Olympic)",Gymnastics,Artistic Gymnastics,1,3809
2668,Men's Floor Exercise,490,"Floor Exercise, Men (Olympic)",Gymnastics,Artistic Gymnastics,149,2884
580,"Horse Vault, Men (Olympic (non-medal))",491,"Horse Vault, Men (Olympic)",Gymnastics,Artistic Gymnastics,1,2859
581,"Parallel Bars, Men (Olympic (non-medal))",492,"Parallel Bars, Men (Olympic)",Gymnastics,Artistic Gymnastics,1,3164
2672,Men's Parallel Bars,492,"Parallel Bars, Men (Olympic)",Gymnastics,Artistic Gymnastics,153,3164
2673,Men's Horizontal Bar,493,"Horizontal Bar, Men (Olympic)",Gymnastics,Artistic Gymnastics,156,3149
2139,Athletics Women's Pole Vault,496,"Pole Vault, Women (Olympic)",Athletics,Athletics,241,206
2971,Women's Pole Vault,496,"Pole Vault, Women (Olympic)",Athletics,Athletics,61,206
2429,"Gymnastics Men's Individual All-Around, Field Sports",497,"Individual All-Around, Field Sports, Men (Olympic)",Gymnastics,Artistic Gymnastics,139,116
2430,"Gymnastics Men's Individual All-Around, Apparatus Work",498,"Individual All-Around, Apparatus Work, Men (Olympic)",Gymnastics,Artistic Gymnastics,141,117
2185,"Gymnastics Men's Team All-Around, Swedish System",499,"Team All-Around, Swedish System, Men (Olympic)",Gymnastics,Artistic Gymnastics,208,147
2017,Weightlifting Men's Featherweight,500,"Featherweight, Men (Olympic)",Weightlifting,Weightlifting,586,484
1940,"Gymnastics Men's Team All-Around, Free System",501,"Team All-Around, Free System, Men (Olympic)",Gymnastics,Artistic Gymnastics,207,143
2386,Gymnastics Men's Rope Climbing,503,"Rope Climbing, Men (Olympic)",Gymnastics,Artistic Gymnastics,124,80
582,"Side Horse, Men (Olympic (non-medal))",504,"Side Horse, Men (Olympic)",Gymnastics,Artistic Gymnastics,1,73
2591,Gymnastics Men's Side Horse,504,"Side Horse, Men (Olympic)",Gymnastics,Artistic Gymnastics,91,73
2570,"Shooting Men's Military Rifle, Prone, 600 metres",512,"Military Rifle, Prone, 600 metres, Men (Olympic)",Shooting,Shooting,27,18
2626,"Shooting Men's Military Rifle, Standing, 300 metres",514,"Military Rifle, Standing, 300 metres, Men (Olympic)",Shooting,Shooting,23,16
2244,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",516,"Military Rifle, Prone, 300 and 600 metres, Team, Men (Olympic)",Shooting,Shooting,103,70
2487,"Shooting Men's Running Target, Single Shot, Team",517,"Running Target, Single Shot, Team, Men (Olympic)",Shooting,Shooting,105,73
2502,"Shooting Men's Running Target, Double Shot, Team",518,"Running Target, Double Shot, Team, Men (Olympic)",Shooting,Shooting,64,45
2253,"Shooting Men's Running Target, Single Shot",519,"Running Target, Single Shot, Men (Olympic)",Shooting,Shooting,126,94
2254,"Shooting Men's Running Target, Double Shot",520,"Running Target, Double Shot, Men (Olympic)",Shooting,Shooting,100,74
2051,"Wrestling Men's Lightweight, Greco-Roman",527,"Lightweight, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,656,505
2574,"Gymnastics Men's Parallel Bars, Teams",531,"Parallel Bars, Teams, Men (Olympic)",Gymnastics,Artistic Gymnastics,17,15
2575,"Gymnastics Men's Horizontal Bar, Teams",532,"Horizontal Bar, Teams, Men (Olympic)",Gymnastics,Artistic Gymnastics,15,9
2650,Gymnastics Men's Tumbling,554,"Tumbling, Men (Olympic)",Gymnastics,Artistic Gymnastics,7,4
2407,Gymnastics Men's Club Swinging,557,"Club Swinging, Men (Olympic)",Gymnastics,Artistic Gymnastics,11,7
2264,Diving Men's Plain High,558,"Plain High, Men (Olympic)",Aquatics,Diving,119,78
2217,Athletics Men's Standing Long Jump,561,"Standing Long Jump, Men (Olympic)",Athletics,Athletics,118,86
2640,"Gymnastics Men's Individual All-Around, 4 Events",578,"Individual All-Around, 4 Events, Men (Olympic)",Gymnastics,Artistic Gymnastics,6,5
3047,Men,583,"Handball, Men (Olympic)",Handball,Handball,183,3772
1363,"Combined, Men (Olympic)",585,"Combined, Men (Olympic)",Skiing,Alpine Skiing,1,659
1418,"Combined, Men (Olympic)",585,"Combined, Men (Olympic)",Skiing,Alpine Skiing,1,659
1336,Cross Country Skiing (Skiing),586,Cross Country Skiing (Skiing),Skiing,Alpine Skiing,5,16
1371,Cross Country Skiing (Skiing),586,Cross Country Skiing (Skiing),Skiing,Alpine Skiing,1,16
1681,Cross Country Skiing (Skiing),586,Cross Country Skiing (Skiing),Skiing,Alpine Skiing,14,16
587,"4 × 10 kilometres Relay, Men (Olympic)",1132,"4 × 10 kilometres Relay, Men (Olympic)",Skiing,Cross Country Skiing,8,1204
2122,Judo Women's Half-Middleweight,588,"Half-Middleweight, Women (Olympic)",Judo,Judo,220,206
593,"Lightweight, Women (Olympic (non-medal))",589,"Lightweight, Women (Olympic)",Judo,Judo,2,184
2412,Judo Women's Lightweight,589,"Lightweight, Women (Olympic)",Judo,Judo,211,184
602,"Heavyweight, Women (Olympic (non-medal))",590,"Heavyweight, Women (Olympic)",Judo,Judo,3,172
2337,Judo Women's Heavyweight,590,"Heavyweight, Women (Olympic)",Judo,Judo,190,172
2138,Judo Women's Half-Heavyweight,592,"Half-Heavyweight, Women (Olympic)",Judo,Judo,195,173
2383,Judo Women's Extra-Lightweight,594,"Extra-Lightweight, Women (Olympic)",Judo,Judo,209,184
600,"Middleweight, Women (Olympic (non-medal))",595,"Middleweight, Women (Olympic)",Judo,Judo,3,181
2411,Judo Women's Middleweight,595,"Middleweight, Women (Olympic)",Judo,Judo,200,181
2259,Judo Women's Half-Lightweight,597,"Half-Lightweight, Women (Olympic)",Judo,Judo,210,191
2240,"Wrestling Women's Heavyweight, Freestyle",601,"Heavyweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,85,79
1990,Judo Men's Lightweight,603,"Lightweight, Men (Olympic)",Judo,Judo,535,464
1979,Judo Men's Half-Middleweight,604,"Half-Middleweight, Men (Olympic)",Judo,Judo,496,434
2211,Judo Men's Half-Lightweight,605,"Half-Lightweight, Men (Olympic)",Judo,Judo,460,380
2183,Judo Men's Open Class,606,"Open Class, Men (Olympic)",Judo,Judo,116,91
1901,Judo Men's Extra-Lightweight,607,"Extra-Lightweight, Men (Olympic)",Judo,Judo,418,363
2207,Judo Men's Middleweight,608,"Middleweight, Men (Olympic)",Judo,Judo,498,433
2229,Judo Men's Half-Heavyweight,609,"Half-Heavyweight, Men (Olympic)",Judo,Judo,460,380
2100,Judo Men's Heavyweight,610,"Heavyweight, Men (Olympic)",Judo,Judo,429,355
2064,"Wrestling Men's Welterweight, Greco-Roman",611,"Welterweight, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,458,375
2153,"Wrestling Men's Welterweight, Freestyle",612,"Welterweight, Freestyle, Men (Olympic)",Wrestling,Wrestling Freestyle,552,444
1113,"Individual, Men (Olympic)",617,"Individual, Men (Olympic)",Skiing,Nordic Combined,146,628
1321,"Individual, Men (Olympic)",617,"Individual, Men (Olympic)",Skiing,Nordic Combined,10,628
1330,"Individual, Men (Olympic)",617,"Individual, Men (Olympic)",Skiing,Nordic Combined,1,628
1420,"Individual, Men (Olympic)",617,"Individual, Men (Olympic)",Skiing,Nordic Combined,3,628
2105,Nordic Combined Men's Individual,617,"Individual, Men (Olympic)",Skiing,Nordic Combined,772,628
1964,"Shooting Men's Rapid-Fire Pistol, 25 metres",624,"Rapid-Fire Pistol, 25 metres, Men (Olympic)",Shooting,Shooting,823,643
2232,Rowing Women's Double Sculls,626,"Double Sculls, Women (Olympic)",Rowing,Rowing,306,258
3063,Women's Double Sculls,626,"Double Sculls, Women (Olympic)",Rowing,Rowing,26,258
1988,Rowing Women's Coxless Pairs,627,"Coxless Pairs, Women (Olympic)",Rowing,Rowing,304,252
2155,Rowing Women's Lightweight Double Sculls,628,"Lightweight Double Sculls, Women (Olympic)",Rowing,Rowing,278,281
631,"Coxless Fours, Men (Olympic)",629,"Coxed Fours, Men (Olympic)",Rowing,Rowing,1154,1156
663,"Coxless Fours, Men (Olympic (non-medal))",629,"Coxed Fours, Men (Olympic)",Rowing,Rowing,8,1156
2056,Rowing Men's Coxless Fours,629,"Coxed Fours, Men (Olympic)",Rowing,Rowing,1428,1156
2107,Rowing Men's Coxed Fours,629,"Coxed Fours, Men (Olympic)",Rowing,Rowing,1520,1156
632,"Coxed Pairs, Men (Olympic)",630,"Coxless Pairs, Men (Olympic)",Rowing,Rowing,640,656
1978,Rowing Men's Coxless Pairs,630,"Coxless Pairs, Men (Olympic)",Rowing,Rowing,829,656
2013,Rowing Men's Coxed Pairs,630,"Coxless Pairs, Men (Olympic)",Rowing,Rowing,810,656
2011,Rowing Men's Quadruple Sculls,633,"Quadruple Sculls, Men (Olympic)",Rowing,Rowing,690,589
3069,Men's Quadruple Sculls,633,"Quadruple Sculls, Men (Olympic)",Rowing,Rowing,36,589
2277,Rowing Men's Single Sculls,634,"Single Sculls, Men (Olympic)",Rowing,Rowing,629,499
2820,Men's Single Sculls,634,"Single Sculls, Men (Olympic)",Rowing,Rowing,65,499
2012,Rowing Men's Double Sculls,635,"Double Sculls, Men (Olympic)",Rowing,Rowing,771,624
3061,Men's Double Sculls,635,"Double Sculls, Men (Olympic)",Rowing,Rowing,26,624
2298,Rowing Men's Lightweight Coxless Fours,636,"Lightweight Coxless Fours, Men (Olympic)",Rowing,Rowing,413,321
1945,Rowing Men's Lightweight Double Sculls,637,"Lightweight Double Sculls, Men (Olympic)",Rowing,Rowing,324,274
3011,Lightweight Men's Double Sculls,637,"Lightweight Double Sculls, Men (Olympic)",Rowing,Rowing,32,274
640,"Coxless Fours, Women (Olympic)",638,"Coxed Fours, Women (Olympic)",Rowing,Rowing,74,171
2424,Rowing Women's Coxed Fours,638,"Coxed Fours, Women (Olympic)",Rowing,Rowing,249,171
2525,Rowing Women's Coxless Fours,638,"Coxed Fours, Women (Olympic)",Rowing,Rowing,46,171
2144,Rowing Women's Coxed Eights,639,"Eights, Women (Olympic)",Rowing,Rowing,959,767
652,"Coxed Quadruple Sculls, Women (Olympic)",641,"Quadruple Sculls, Women (Olympic)",Rowing,Rowing,118,318
2157,Rowing Women's Coxed Quadruple Sculls,641,"Quadruple Sculls, Women (Olympic)",Rowing,Rowing,167,318
2184,Rowing Women's Quadruple Sculls,641,"Quadruple Sculls, Women (Olympic)",Rowing,Rowing,348,318
3078,Women's Quadruple Sculls,641,"Quadruple Sculls, Women (Olympic)",Rowing,Rowing,36,318
2385,"Rowing Men's Coxed Fours, Outriggers",642,"Coxed Fours, Outriggers, Men (Olympic)",Rowing,Rowing,68,55
647,"Coxless Pairs, Boys (Olympic (non-medal))",1734,"Coxless Pairs, Boys (YOG)",Rowing,Rowing,4,3
1942,Water Polo Men's Water Polo,649,"Water Polo, Men (Olympic)",Aquatics,Water Polo,4420,3437
3085,Men,649,"Water Polo, Men (Olympic)",Aquatics,Water Polo,156,3437
2397,"Rowing Men's Coxed Fours, Inriggers",653,"Coxed Fours, Inriggers, Men (Olympic)",Rowing,Rowing,43,30
896,"200 metres Breaststroke, Men (Olympic)",656,"200 metres Breaststroke, Men (Olympic)",Aquatics,Swimming,1,931
911,"200 metres Breaststroke, Men (Olympic)",656,"200 metres Breaststroke, Men (Olympic)",Aquatics,Swimming,5,931
1918,Swimming Men's 200 metres Breaststroke,656,"200 metres Breaststroke, Men (Olympic)",Aquatics,Swimming,1143,931
2060,"Shooting Women's Air Rifle, 10 metres",668,"Air Rifle, 10 metres, Women (Olympic)",Shooting,Shooting,544,469
1965,Shooting Men's Trap,670,"Trap, Men (Olympic)",Shooting,Shooting,800,697
2345,Shooting Men's Double Trap,671,"Double Trap, Men (Olympic)",Shooting,Shooting,189,150
2132,"Shooting Women's Air Pistol, 10 metres",672,"Air Pistol, 10 metres, Women (Olympic)",Shooting,Shooting,492,396
2133,"Shooting Women's Sporting Pistol, 25 metres",673,"Sporting Pistol, 25 metres, Women (Olympic)",Shooting,Shooting,485,383
2054,"Shooting Men's Free Pistol, 50 metres",676,"Free Pistol, 50 metres, Men (Olympic)",Shooting,Shooting,1069,784
1963,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",677,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",Shooting,Shooting,1254,970
2077,Shooting Men's Skeet,681,"Skeet, Men (Olympic)",Shooting,Shooting,327,342
2046,"Shooting Men's Air Rifle, 10 metres",684,"Air Rifle, 10 metres, Men (Olympic)",Shooting,Shooting,543,470
2055,"Shooting Men's Air Pistol, 10 metres",685,"Air Pistol, 10 metres, Men (Olympic)",Shooting,Shooting,448,401
2517,Shooting Women's Double Trap,686,"Double Trap, Women (Olympic)",Shooting,Shooting,71,53
2320,Shooting Women's Trap,687,"Trap, Women (Olympic)",Shooting,Shooting,113,176
2137,"Shooting Men's Running Target, 50 metres",692,"Running Target, 50 metres, Men (Olympic)",Shooting,Shooting,50,46
2395,"Shooting Men's Running Target, 10 metres",693,"Running Target, 10 metres, Men (Olympic)",Shooting,Shooting,90,81
875,"100 metres Freestyle, Men (Intercalated)",694,"100 metres Freestyle, Men (Intercalated)",Aquatics,Swimming,5,23
876,"400 metres Freestyle, Men (Intercalated)",695,"400 metres Freestyle, Men (Intercalated)",Aquatics,Swimming,4,36
877,"1 mile Freestyle, Men (Intercalated)",696,"1 mile Freestyle, Men (Intercalated)",Aquatics,Swimming,3,30
864,"4 × 250 metres Freestyle Relay, Men (Intercalated)",697,"4 × 250 metres Freestyle Relay, Men (Intercalated)",Aquatics,Swimming,4,28
2374,"Shooting Men's Dueling Pistol, 30 metres",702,"Dueling Pistol, 30 metres, Men (Olympic)",Shooting,Shooting,60,38
2270,"Shooting Men's Free Pistol, 50 metres, Team",711,"Free Pistol, 50 metres, Team, Men (Olympic)",Shooting,Shooting,141,102
2275,"Shooting Men's Free Rifle, Prone, 600 metres",712,"Free Rifle, Prone, 600 metres, Men (Olympic)",Shooting,Shooting,96,73
2423,"Shooting Men's Military Pistol, Team",716,"Military Pistol, Team, Men (Olympic)",Shooting,Shooting,63,46
2520,"Shooting Men's Free Rifle, Kneeling, 300 metres",717,"Free Rifle, Kneeling, 300 metres, Men (Olympic)",Shooting,Shooting,43,30
2521,"Shooting Men's Free Rifle, Prone, 300 metres",718,"Free Rifle, Prone, 300 metres, Men (Olympic)",Shooting,Shooting,43,30
2522,"Shooting Men's Free Rifle, Standing, 300 metres",719,"Free Rifle, Standing, 300 metres, Men (Olympic)",Shooting,Shooting,43,30
2504,"Shooting Men's Free Pistol, 50 yards, Team",720,"Free Pistol, 50 yards, Team, Men (Olympic)",Shooting,Shooting,40,27
2537,"Shooting Men's Military Pistol, 30 metres",721,"Military Pistol, 30 metres, Men (Olympic)",Shooting,Shooting,14,13
2466,"Shooting Men's Free Rifle, 1,000 Yards",722,"Free Rifle, 1,000 yards, Men (Olympic)",Shooting,Shooting,68,50
2456,Shooting Women's Skeet,724,"Skeet, Women (Olympic)",Shooting,Shooting,108,166
2228,"Shooting Men's Military Rifle, Prone, 300 metres",726,"Military Rifle, Prone, 300 metres, Men (Olympic)",Shooting,Shooting,33,22
737,"Military Ski Patrol, Men (Olympic (non-medal))",2494,Military Ski Patrol Men's Military Ski Patrol,Skiing,Military Ski Patrol,30,24
2351,Skeleton Men's Skeleton,738,"Skeleton, Men (Olympic)",Bobsleigh,Skeleton,133,183
2573,"Shooting Men's Dueling Pistol, 30 metres, Team",743,"Dueling Pistol, 30 metres, Team, Men (Olympic)",Shooting,Shooting,37,25
2636,"Shooting Men's Military Pistol, 25 metres",748,"Military Pistol, 25 metres, Men (Olympic)",Shooting,Shooting,16,14
2646,"Shooting Men's Muzzle-Loading Pistol, 25 metres",749,"Muzzle-Loading Pistol, 25 metres, Men (Olympic)",Shooting,Shooting,4,3
2583,"Shooting Men's Free Rifle, Any Position, 300 metres",750,"Free Rifle, Any Position, 300 metres, Men (Olympic)",Shooting,Shooting,45,19
2533,"Shooting Men's Military Rifle, 200 metres",751,"Military Rifle, 200 metres, Men (Olympic)",Shooting,Shooting,22,15
2635,"Shooting Men's Free Pistol, 30 metres",753,"Free Pistol, 30 metres, Men (Olympic)",Shooting,Shooting,5,4
2892,Women Team,755,"Team, Women (Olympic)",Aquatics,Artistic Swimming,129,498
898,"100 metres Backstroke, Women (Olympic)",775,"100 metres Backstroke, Women (Olympic)",Aquatics,Swimming,1,731
2068,Swimming Women's 100 metres Backstroke,775,"100 metres Backstroke, Women (Olympic)",Aquatics,Swimming,1035,731
2022,Swimming Men's 50 metres Freestyle,778,"50 metres Freestyle, Men (Olympic)",Aquatics,Swimming,781,686
831,"200 metres Freestyle, Men (Olympic)",779,"200 metres Freestyle, Men (Olympic)",Aquatics,Swimming,1,1133
2286,Swimming Men's 100 metres Breaststroke,780,"100 metres Breaststroke, Men (Olympic)",Aquatics,Swimming,808,687
834,"4 × 200 metres Freestyle Relay, Men (Olympic)",781,"4 × 200 metres Freestyle Relay, Men (Olympic)",Aquatics,Swimming,3,2582
854,"4 × 200 metres Freestyle Relay, Men (Olympic)",781,"4 × 200 metres Freestyle Relay, Men (Olympic)",Aquatics,Swimming,16,2582
884,"1,500 metres Freestyle, Men (Olympic)",782,"1,500 metres Freestyle, Men (Olympic)",Aquatics,Swimming,1,810
897,"1,500 metres Freestyle, Men (Olympic)",782,"1,500 metres Freestyle, Men (Olympic)",Aquatics,Swimming,6,810
2191,"Swimming Men's 1,500 metres Freestyle",782,"1,500 metres Freestyle, Men (Olympic)",Aquatics,Swimming,968,810
2250,Swimming Women's 200 metres Individual Medley,785,"200 metres Individual Medley, Women (Olympic)",Aquatics,Swimming,587,444
2307,Swimming Women's 100 metres Breaststroke,786,"100 metres Breaststroke, Women (Olympic)",Aquatics,Swimming,732,570
886,"200 metres Breaststroke, Women (Olympic)",787,"200 metres Breaststroke, Women (Olympic)",Aquatics,Swimming,2,683
2308,Swimming Women's 200 metres Breaststroke,787,"200 metres Breaststroke, Women (Olympic)",Aquatics,Swimming,964,683
807,"100 metres Freestyle, Women (Olympic)",788,"100 metres Freestyle, Women (Olympic)",Aquatics,Swimming,5,1016
2193,Swimming Women's 100 metres Freestyle,788,"100 metres Freestyle, Women (Olympic)",Aquatics,Swimming,1452,1016
2078,Swimming Women's 50 metres Freestyle,789,"50 metres Freestyle, Women (Olympic)",Aquatics,Swimming,753,639
836,"100 metres Backstroke, Men (Olympic)",792,"100 metres Backstroke, Men (Olympic)",Aquatics,Swimming,3,925
910,"100 metres Backstroke, Men (Olympic)",792,"100 metres Backstroke, Men (Olympic)",Aquatics,Swimming,2,925
2049,Swimming Men's 100 metres Backstroke,792,"100 metres Backstroke, Men (Olympic)",Aquatics,Swimming,1148,925
2322,Swimming Women's 4 x 200 metres Freestyle Relay,793,"4 × 200 metres Freestyle Relay, Women (Olympic)",Aquatics,Swimming,613,529
2070,Swimming Women's 4 x 100 metres Medley Relay,794,"4 × 100 metres Medley Relay, Women (Olympic)",Aquatics,Swimming,1559,1182
2214,Swimming Women's 400 metres Individual Medley,795,"400 metres Individual Medley, Women (Olympic)",Aquatics,Swimming,565,432
889,"400 metres Freestyle, Women (Olympic)",796,"400 metres Freestyle, Women (Olympic)",Aquatics,Swimming,3,686
2249,Swimming Women's 400 metres Freestyle,796,"400 metres Freestyle, Women (Olympic)",Aquatics,Swimming,936,686
2267,Swimming Women's 800 metres Freestyle,797,"800 metres Freestyle, Women (Olympic)",Aquatics,Swimming,484,396
