fuente,valor_fuente,deporte_final,disciplina_final,criterio,evidencia_referencia,estado,filas_afectadas
fuente1,Savate,Savate,Savate,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Shooting,Shooting,Shooting,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,12029
fuente1,Short Track Speed Skating (Skating),Skating,Short Track Speed Skating,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,2509
fuente1,Skateboarding (Roller Sports),Roller Sports,Skateboarding,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,80
fuente1,Skeleton (Bobsleigh),Bobsleigh,Skeleton,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,335
fuente1,Ski Jumping (Skiing),Skiing,Ski Jumping,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,2885
fuente1,Ski Mountaineering,Ski Mountaineering,Ski Mountaineering,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,138
fuente1,Snowboarding (Skiing),Skiing,Snowboard,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,1840
fuente1,Softball (Baseball/Softball),Baseball/Softball,Softball,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,569
fuente1,Speed Skating (Skating),Skating,Speed Skating,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,6734
fuente1,Speed Skiing (Skiing),Skiing,Speed Skiing,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Sport Climbing,Sport Climbing,Sport Climbing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,38
fuente1,Surfing,Surfing,Surfing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,39
fuente1,Swimming (Aquatics),Aquatics,Swimming,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,26526
fuente1,Table Tennis,Table Tennis,Table Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2242
fuente1,Taekwondo,Taekwondo,Taekwondo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,750
fuente1,Tennis,Tennis,Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3411
fuente1,Trampolining (Gymnastics),Gymnastics,Trampoline Gymnastics,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,188
fuente1,Triathlon,Triathlon,Triathlon,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,705
fuente1,Tug-Of-War,Tug-of-War,Tug-of-War,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,181
fuente1,Volleyball (Volleyball),Volleyball,Volleyball,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,3715
fuente1,Water Polo (Aquatics),Aquatics,Water Polo,jerarquía explícita Discipline (Sport) en Fuente 1,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,4157
fuente1,Weightlifting,Weightlifting,Weightlifting,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4130
fuente1,Winter Pentathlon,Winter Pentathlon,Winter Pentathlon,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,6
fuente1,Wrestling,Athletics,Athletics,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3
fuente1,Wrestling,Cycling,Cycling Track,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Glíma,Glíma,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente1,Wrestling,Intercalated,"20 kilometres, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Intercalated,"Sprint, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Olympic,"Discus Throw, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Olympic,"Shot Put, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Olympic (non-medal),"880 yards, Handicap, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Olympic (non-medal),"Double Sculls, Intermediate, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Olympic (non-medal),"Glíma, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente1,Wrestling,Olympic (non-medal),"Shot Put, Handicap, Men",disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente1,Wrestling,Rowing,Rowing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente1,Wrestling,Wrestling,Wrestling Freestyle,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3839
fuente1,Wrestling,Wrestling,Wrestling Greco-Roman,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3565
fuente2,Aeronautics,Aeronautics,Aeronautics,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente2,Alpine Skiing,Skiing,Alpine Skiing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,8829
fuente2,Alpinism,Mountaineering,Alpinism,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,25
fuente2,Archery,Archery,Archery,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2334
fuente2,Art Competitions,Art Competitions,Art Competitions,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,3578
fuente2,Athletics,Athletics,Athletics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,38624
fuente2,Badminton,Badminton,Badminton,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1457
fuente2,Baseball,Baseball/Softball,Baseball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,894
fuente2,Basketball,Basketball,Basketball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4536
fuente2,Basque Pelota,Basque Pelota,Basque Pelota,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente2,Beach Volleyball,Volleyball,Beach Volleyball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,564
fuente2,Biathlon,Biathlon,Biathlon,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4893
fuente2,Bobsleigh,Bobsleigh,Bobsleigh,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3058
fuente2,Boxing,Boxing,Boxing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,6047
fuente2,Canoeing,Canoeing,Canoe Slalom,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,812
fuente2,Canoeing,Canoeing,Canoe Sprint,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5359
fuente2,Cricket,Cricket,Cricket,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,24
fuente2,Croquet,Croquet,Croquet,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,19
fuente2,Cross Country Skiing,Skiing,Cross Country Skiing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,9133
fuente2,Curling,Curling,Curling,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,463
fuente2,Cycling,Cycling,BMX Racing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,144
fuente2,Cycling,Cycling,Cycling Road,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5598
fuente2,Cycling,Cycling,Cycling Track,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4651
fuente2,Cycling,Cycling,Mountain Bike,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,466
fuente2,Diving,Aquatics,Diving,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2842
fuente2,Equestrianism,Equestrian,Equestrian Dressage,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1370
fuente2,Equestrianism,Equestrian,Equestrian Driving,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,31
fuente2,Equestrianism,Equestrian,Equestrian Eventing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2369
fuente2,Equestrianism,Equestrian,Equestrian Jumping,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2547
fuente2,Equestrianism,Equestrian,Equestrian Vaulting,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,27
fuente2,Fencing,Fencing,Fencing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,10735
fuente2,Figure Skating,Skating,Figure Skating,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2298
fuente2,Football,Football,Football,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,6745
fuente2,Freestyle Skiing,Skiing,Freestyle Skiing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,937
fuente2,Golf,Golf,Golf,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,247
fuente2,Gymnastics,Gymnastics,Artistic Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,26707
fuente2,Handball,Handball,Handball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3665
fuente2,Hockey,Hockey,Hockey,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5417
fuente2,Ice Hockey,Ice Hockey,Ice Hockey,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5516
fuente2,Jeu De Paume,Jeu de Paume,Jeu de Paume,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,11
fuente2,Judo,Judo,Judo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3801
fuente2,Lacrosse,Lacrosse,Lacrosse,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,60
fuente2,Luge,Luge,Luge,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1479
fuente2,Military Ski Patrol,Skiing,Military Ski Patrol,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,24
fuente2,Modern Pentathlon,Modern Pentathlon,Modern Pentathlon,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1677
fuente2,Motorboating,Motorboating,Motorboating,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,17
fuente2,Nordic Combined,Skiing,Nordic Combined,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1344
fuente2,Polo,Polo,Polo,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,95
fuente2,Racquets,Racquets,Racquets,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,12
fuente2,Rhythmic Gymnastics,Gymnastics,Rhythmic Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,658
fuente2,Roque,Roque,Roque,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,4
fuente2,Rowing,Rowing,Rowing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,10595
fuente2,Rugby,Rugby,Rugby,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,162
fuente2,Rugby Sevens,Rugby,Rugby Sevens,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,299
fuente2,Sailing,Sailing,Sailing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,6586
fuente2,Shooting,Shooting,Shooting,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,11448
fuente2,Short Track Speed Skating,Skating,Short Track Speed Skating,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1534
fuente2,Skeleton,Bobsleigh,Skeleton,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,199
fuente2,Ski Jumping,Skiing,Ski Jumping,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2401
fuente2,Snowboarding,Skiing,Snowboard,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,936
fuente2,Softball,Baseball/Softball,Softball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,478
fuente2,Speed Skating,Skating,Speed Skating,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5613
fuente2,Swimming,Aquatics,Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,23195
