id_evento_a,id_evento_b,nombre_a,nombre_b,deporte,disciplina,contexto,confianza,clasificacion
2149,2365,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing Women's 5/10 kilometres Pursuit,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2149,2403,Cross Country Skiing Women's 10 kilometres,Cross Country Skiing Men's 10/10 kilometres Pursuit,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
2166,2413,Cross Country Skiing Men's Sprint,Cross Country Skiing Men's Team Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.83; overlap=82,media,REVIEW_ALIAS
2166,2418,Cross Country Skiing Men's Sprint,Cross Country Skiing Women's Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2166,2451,Cross Country Skiing Men's Sprint,Cross Country Skiing Women's Team Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2182,2366,Cross Country Skiing Women's 3 x 5 kilometres Relay,Cross Country Skiing Women's 4 x 5 kilometres Relay,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2294,2458,Cross Country Skiing Women's 15 km Skiathlon,Cross Country Skiing Men's 30 km Skiathlon,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2365,2368,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing Women's 5/5 kilometres Pursuit,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
2365,2403,Cross Country Skiing Women's 5/10 kilometres Pursuit,Cross Country Skiing Men's 10/10 kilometres Pursuit,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
2368,2403,Cross Country Skiing Women's 5/5 kilometres Pursuit,Cross Country Skiing Men's 10/10 kilometres Pursuit,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2413,2418,Cross Country Skiing Men's Team Sprint,Cross Country Skiing Women's Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2413,2451,Cross Country Skiing Men's Team Sprint,Cross Country Skiing Women's Team Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2418,2451,Cross Country Skiing Women's Sprint,Cross Country Skiing Women's Team Sprint,Skiing,Cross Country Skiing,misma disciplina; jaccard=0.83; overlap=49,media,REVIEW_ALIAS
350,2492,"A-Class (Open), Open (Olympic)",Motorboating Mixed A-Class (Open),Motorboating,Motorboating,misma disciplina; jaccard=0.75; overlap=6,media,REVIEW_ALIAS
412,694,"100 metres Freestyle, Men (Olympic)","100 metres Freestyle, Men (Intercalated)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
412,788,"100 metres Freestyle, Men (Olympic)","100 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
413,782,"500 metres Freestyle, Men (Olympic)","1,500 metres Freestyle, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
413,1465,"500 metres Freestyle, Men (Olympic)","1,500 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
418,695,"400 metres Freestyle, Men (Olympic)","400 metres Freestyle, Men (Intercalated)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
418,796,"400 metres Freestyle, Men (Olympic)","400 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
420,887,"Water Polo, Men (Olympic)","Water Polo, Women (Olympic (non-medal))",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
656,787,"200 metres Breaststroke, Men (Olympic)","200 metres Breaststroke, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
694,788,"100 metres Freestyle, Men (Intercalated)","100 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
695,796,"400 metres Freestyle, Men (Intercalated)","400 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
696,830,"1 mile Freestyle, Men (Intercalated)","1 mile Freestyle, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
775,792,"100 metres Backstroke, Women (Olympic)","100 metres Backstroke, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
778,789,"50 metres Freestyle, Men (Olympic)","50 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
779,800,"200 metres Freestyle, Men (Olympic)","200 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
779,824,"200 metres Freestyle, Men (Olympic)","1,200 metres Freestyle, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
780,786,"100 metres Breaststroke, Men (Olympic)","100 metres Breaststroke, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
781,793,"4 × 200 metres Freestyle Relay, Men (Olympic)","4 × 200 metres Freestyle Relay, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
782,1465,"1,500 metres Freestyle, Men (Olympic)","1,500 metres Freestyle, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
783,790,"100 metres Butterfly, Men (Olympic)","100 metres Butterfly, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
784,801,"200 metres Butterfly, Men (Olympic)","200 metres Butterfly, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
785,803,"200 metres Individual Medley, Women (Olympic)","200 metres Individual Medley, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
791,794,"4 × 100 metres Medley Relay, Men (Olympic)","4 × 100 metres Medley Relay, Women (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
791,1464,"4 × 100 metres Medley Relay, Men (Olympic)","4 × 100 metres Medley Relay, Mixed (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=10,media,REVIEW_ALIAS
794,1464,"4 × 100 metres Medley Relay, Women (Olympic)","4 × 100 metres Medley Relay, Mixed (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=11,media,REVIEW_ALIAS
795,804,"400 metres Individual Medley, Women (Olympic)","400 metres Individual Medley, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
797,1582,"800 metres Freestyle, Women (Olympic)","800 metres Freestyle, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
798,810,"4 × 100 metres Freestyle Relay, Women (Olympic)","4 × 100 metres Freestyle Relay, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
799,802,"200 metres Backstroke, Women (Olympic)","200 metres Backstroke, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
800,824,"200 metres Freestyle, Women (Olympic)","1,200 metres Freestyle, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
861,2552,"200 metres Team Swimming, Men (Olympic)",Swimming Men's 200 metres Team Swimming,Aquatics,Swimming,misma disciplina; jaccard=0.80; overlap=10,media,REVIEW_ALIAS
916,917,Football (Football),"Football, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
1389,1391,"10 kilometres Open Water, Women (Olympic)","10 kilometres Open Water, Men (Olympic)",Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1488,1490,"4 × 100 metres Freestyle Relay, Mixed Youth (YOG)","4 × 100 metres Medley Relay, Mixed Youth (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=24,media,REVIEW_ALIAS
1488,1492,"4 × 100 metres Freestyle Relay, Mixed Youth (YOG)","4 × 100 metres Freestyle Relay, Girls (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=7,media,REVIEW_ALIAS
1488,1594,"4 × 100 metres Freestyle Relay, Mixed Youth (YOG)","4 × 100 metres Freestyle Relay, Boys (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=4,media,REVIEW_ALIAS
1490,1493,"4 × 100 metres Medley Relay, Mixed Youth (YOG)","4 × 100 metres Medley Relay, Girls (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=7,media,REVIEW_ALIAS
1490,1595,"4 × 100 metres Medley Relay, Mixed Youth (YOG)","4 × 100 metres Medley Relay, Boys (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=5,media,REVIEW_ALIAS
1492,1493,"4 × 100 metres Freestyle Relay, Girls (YOG)","4 × 100 metres Medley Relay, Girls (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=4,media,REVIEW_ALIAS
1492,1594,"4 × 100 metres Freestyle Relay, Girls (YOG)","4 × 100 metres Freestyle Relay, Boys (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1493,1595,"4 × 100 metres Medley Relay, Girls (YOG)","4 × 100 metres Medley Relay, Boys (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1594,1595,"4 × 100 metres Freestyle Relay, Boys (YOG)","4 × 100 metres Medley Relay, Boys (YOG)",Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=6,media,REVIEW_ALIAS
1914,2249,Swimming Men's 400 metres Freestyle,Swimming Women's 400 metres Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1918,2308,Swimming Men's 200 metres Breaststroke,Swimming Women's 200 metres Breaststroke,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1951,2314,Swimming Men's 100 metres Butterfly,Swimming Women's 100 metres Butterfly,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1952,2213,Swimming Men's 200 metres Butterfly,Swimming Women's 200 metres Butterfly,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1953,2070,Swimming Men's 4 x 100 metres Medley Relay,Swimming Women's 4 x 100 metres Medley Relay,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1953,2085,Swimming Men's 4 x 100 metres Medley Relay,Swimming Men's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=239,media,REVIEW_ALIAS
1953,2130,Swimming Men's 4 x 100 metres Medley Relay,Swimming Women's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2006,2193,Swimming Men's 100 metres Freestyle,Swimming Women's 100 metres Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2007,2085,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming Men's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=262,media,REVIEW_ALIAS
2007,2130,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming Women's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2007,2322,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming Women's 4 x 200 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2007,2511,Swimming Men's 4 x 200 metres Freestyle Relay,Swimming Men's 4 x 250 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2022,2078,Swimming Men's 50 metres Freestyle,Swimming Women's 50 metres Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2049,2068,Swimming Men's 100 metres Backstroke,Swimming Women's 100 metres Backstroke,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2069,2086,Swimming Women's 200 metres Backstroke,Swimming Men's 200 metres Backstroke,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2070,2085,Swimming Women's 4 x 100 metres Medley Relay,Swimming Men's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2070,2130,Swimming Women's 4 x 100 metres Medley Relay,Swimming Women's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=268,media,REVIEW_ALIAS
2084,2248,Swimming Men's 200 metres Freestyle,Swimming Women's 200 metres Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2084,2455,Swimming Men's 200 metres Freestyle,"Swimming Men's 1,200 metres Freestyle",Aquatics,Swimming,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2085,2130,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming Women's 4 x 100 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2085,2322,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming Women's 4 x 200 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2085,2511,Swimming Men's 4 x 100 metres Freestyle Relay,Swimming Men's 4 x 250 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2087,2250,Swimming Men's 200 metres Individual Medley,Swimming Women's 200 metres Individual Medley,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2088,2214,Swimming Men's 400 metres Individual Medley,Swimming Women's 400 metres Individual Medley,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2130,2322,Swimming Women's 4 x 100 metres Freestyle Relay,Swimming Women's 4 x 200 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=113,media,REVIEW_ALIAS
2130,2511,Swimming Women's 4 x 100 metres Freestyle Relay,Swimming Men's 4 x 250 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2191,2659,"Swimming Men's 1,500 metres Freestyle",Swimming Men's 500 metres Freestyle,Aquatics,Swimming,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2248,2455,Swimming Women's 200 metres Freestyle,"Swimming Men's 1,200 metres Freestyle",Aquatics,Swimming,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2286,2307,Swimming Men's 100 metres Breaststroke,Swimming Women's 100 metres Breaststroke,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2322,2511,Swimming Women's 4 x 200 metres Freestyle Relay,Swimming Men's 4 x 250 metres Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
2440,2506,Swimming Women's 10 kilometres Open Water,Swimming Men's 10 kilometres Open Water,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2680,2761,Men's 100m Breaststroke,Women's 100m Breaststroke,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2726,2874,Men's 100m Freestyle,Women's 100m Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2740,2947,Men's 1500m Freestyle,Women's 1500m Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2743,2876,Mixed 4 x 100m Medley Relay Team,Women's 4 x 100m Medley Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
2743,2891,Mixed 4 x 100m Medley Relay Team,Men's 4 x 100m Medley Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
2743,3097,Mixed 4 x 100m Medley Relay Team,Mixed 4 x 100m Medley Relay,Aquatics,Swimming,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2749,2798,Men's 4 x 100m Freestyle Relay Team,Women's 4 x 100m Freestyle Relay Team,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2749,2852,Men's 4 x 100m Freestyle Relay Team,Women's 4 x 200m Freestyle Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2749,2876,Men's 4 x 100m Freestyle Relay Team,Women's 4 x 100m Medley Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2749,2891,Men's 4 x 100m Freestyle Relay Team,Men's 4 x 100m Medley Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2749,2910,Men's 4 x 100m Freestyle Relay Team,Men's 4 x 200m Freestyle Relay Team,Aquatics,Swimming,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2749,3041,Men's 4 x 100m Freestyle Relay Team,Women's 4 x 100m Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
2749,3096,Men's 4 x 100m Freestyle Relay Team,Men's 4 x 100m Freestyle Relay,Aquatics,Swimming,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
2754,2969,Men's 800m Freestyle,Women's 800m Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2779,2889,Women's 50m Freestyle,Men's 50m Freestyle,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2791,2854,Men's 100m Butterfly,Women's 100m Butterfly,Aquatics,Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
