id_evento_a,id_evento_b,nombre_a,nombre_b,deporte,disciplina,contexto,confianza,clasificacion
2519,2616,Art Competitions Mixed Music,"Art Competitions Mixed Music, Unknown Event",Art Competitions,Art Competitions,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2548,2616,Art Competitions Mixed Unknown Event,"Art Competitions Mixed Music, Unknown Event",Art Competitions,Art Competitions,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
68,899,"Individual, Men (Olympic)","Individual, Women (Olympic)",Modern Pentathlon,Modern Pentathlon,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
698,746,"Free Pistol, 50 metres, Men (Olympic)","Free Pistol, 50 metres, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
699,747,"Dueling Pistol, 30 metres, Men (Olympic)","Dueling Pistol, 30 metres, Team, Men (Olympic)",Modern Pentathlon,Modern Pentathlon,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2009,2257,Modern Pentathlon Men's Individual,Modern Pentathlon Women's Individual,Modern Pentathlon,Modern Pentathlon,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
70,71,"Individual, Men (Olympic)","Individual, Women (Olympic)",Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
72,73,"Team, Women (Olympic)","Team, Men (Olympic)",Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
72,116,"Team, Women (Olympic)","Team, Mixed (Olympic)",Archery,Archery,misma disciplina; jaccard=1.00; overlap=9,media,REVIEW_ALIAS
73,116,"Team, Men (Olympic)","Team, Mixed (Olympic)",Archery,Archery,misma disciplina; jaccard=1.00; overlap=19,media,REVIEW_ALIAS
118,121,"Team Round, Women (Olympic)","Team Round, Men (Olympic)",Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
119,122,"Flight Shooting, Women (Olympic (non-medal))","Flight Shooting, Men (Olympic (non-medal))",Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2034,2162,Archery Women's Individual,Archery Men's Individual,Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2163,2230,Archery Men's Team,Archery Women's Team,Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2163,2594,Archery Men's Team,Archery Men's Team Round,Archery,Archery,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2163,2656,Archery Men's Team,Archery Women's Team Round,Archery,Archery,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2230,2594,Archery Women's Team,Archery Men's Team Round,Archery,Archery,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2230,2656,Archery Women's Team,Archery Women's Team Round,Archery,Archery,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2539,2662,"Archery Men's Au Cordon Dore, 50 metres","Archery Men's Au Cordon Dore, 33 metres",Archery,Archery,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2594,2656,Archery Men's Team Round,Archery Women's Team Round,Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2638,2648,Archery Men's Sur La Perche a La Herse,Archery Men's Sur La Perche a La Pyramide,Archery,Archery,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
2713,2752,Men's Individual,Women's Individual,Archery,Archery,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
101,1723,"Welterweight, Men (Olympic)","Welterweight, Women (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
103,1696,"Featherweight, Men (Olympic)","Featherweight, Women (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
105,1547,"Flyweight, Men (Olympic)","Flyweight, Women (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
106,1546,"Lightweight, Men (Olympic)","Lightweight, Women (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
110,1548,"Middleweight, Men (Olympic)","Middleweight, Women (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
159,160,Football (Football),"Football, Men (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
367,368,Tug-Of-War,"Tug-Of-War, Men (Olympic)",Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1585,1751,"Light-Heavyweight, Boys (YOG)","Heavyweight, Boys (YOG)",Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1610,1736,"Flyweight, Boys (YOG)","Light-Flyweight, Boys (YOG)",Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1622,1751,"Super-Heavyweight, Boys (YOG)","Heavyweight, Boys (YOG)",Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1968,2010,Boxing Men's Light-Welterweight,Boxing Men's Welterweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1972,2058,Boxing Men's Heavyweight,Boxing Men's Super-Heavyweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1972,2234,Boxing Men's Heavyweight,Boxing Men's Light-Heavyweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1981,2057,Boxing Men's Flyweight,Boxing Men's Light-Flyweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1981,2235,Boxing Men's Flyweight,Boxing Women's Flyweight,Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1989,2090,Boxing Men's Middleweight,Boxing Men's Light-Middleweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1989,2452,Boxing Men's Middleweight,Boxing Women's Middleweight,Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2008,2375,Boxing Men's Lightweight,Boxing Women's Lightweight,Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2057,2235,Boxing Men's Light-Flyweight,Boxing Women's Flyweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2090,2452,Boxing Men's Light-Middleweight,Boxing Women's Middleweight,Boxing,Boxing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2861,2990,Men's Middle (69-75kg),Women's Middle (69-75kg),Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3021,3051,Women's 57kg,Men's 57kg,Boxing,Boxing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
114,115,"Baseball, Men (Olympic)","Baseball, Men (Olympic (non-medal))",Baseball/Softball,Baseball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
126,127,"Doubles, Mixed (Olympic)","Doubles, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
156,982,"One Person Dinghy, Open (Olympic)","One Person Dinghy, Women (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
156,990,"One Person Dinghy, Open (Olympic)","One Person Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
456,984,"Three Person Keelboat, Open (Olympic)","Three Person Keelboat, Women (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
505,1009,"6 metres, Open (Olympic)","6.5 metres, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
665,1001,"Two Person Keelboat, Open (Olympic)","Two Person Keelboat, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
980,985,"Two Person Dinghy, Women (Olympic)","Two Person Dinghy, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
980,997,"Two Person Dinghy, Women (Olympic)","Two Person Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
980,2387,"Two Person Dinghy, Women (Olympic)",Sailing Mixed Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
981,989,"Windsurfer, Women (Olympic)","Windsurfer, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
981,1011,"Windsurfer, Women (Olympic)","Windsurfer, Men (Olympic (non-medal))",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
982,990,"One Person Dinghy, Women (Olympic)","One Person Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
982,991,"One Person Dinghy, Women (Olympic)","One Person Heavyweight Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
982,2239,"One Person Dinghy, Women (Olympic)",Sailing Mixed One Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
984,1943,"Three Person Keelboat, Women (Olympic)",Sailing Mixed Three Person Keelboat,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
985,988,"Two Person Dinghy, Open (Olympic)","Two Person Heavyweight Dinghy, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
985,997,"Two Person Dinghy, Open (Olympic)","Two Person Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
986,1009,"5.5 metres, Open (Olympic)","6.5 metres, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
989,1011,"Windsurfer, Men (Olympic)","Windsurfer, Men (Olympic (non-medal))",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
990,991,"One Person Dinghy, Men (Olympic)","One Person Heavyweight Dinghy, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
990,2239,"One Person Dinghy, Men (Olympic)",Sailing Mixed One Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
994,999,"1-2 Ton, Open (Olympic)","½-1 Ton, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=4,media,REVIEW_ALIAS
994,1007,"1-2 Ton, Open (Olympic)","0-½ Ton, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
997,2387,"Two Person Dinghy, Men (Olympic)",Sailing Mixed Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
999,1007,"½-1 Ton, Open (Olympic)","0-½ Ton, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1001,2243,"Two Person Keelboat, Men (Olympic)",Sailing Mixed Two Person Keelboat,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1004,1008,"10-20 Ton, Open (Olympic)","20+ Ton, Open (Olympic)",Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1012,3029,"Multihull, Mixed (Olympic)",Mixed Multihull,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1466,1467,"Skiff, Women (Olympic)","Skiff, Men (Olympic)",Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1916,2251,Sailing Women's Windsurfer,Sailing Men's Windsurfer,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1943,2030,Sailing Mixed Three Person Keelboat,Sailing Women's Three Person Keelboat,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1948,2268,Sailing Men's Two Person Dinghy,Sailing Women's Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1948,2387,Sailing Men's Two Person Dinghy,Sailing Mixed Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1995,2387,Sailing Mixed Two Person Heavyweight Dinghy,Sailing Mixed Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2203,2239,Sailing Men's One Person Dinghy,Sailing Mixed One Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2203,2292,Sailing Men's One Person Dinghy,Sailing Women's One Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2203,2326,Sailing Men's One Person Dinghy,Sailing Men's One Person Heavyweight Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2233,2611,Sailing Mixed 6 metres,Sailing Mixed 6.5 metres,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2239,2292,Sailing Mixed One Person Dinghy,Sailing Women's One Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2243,2483,Sailing Mixed Two Person Keelboat,Sailing Men's Two Person Keelboat,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2268,2387,Sailing Women's Two Person Dinghy,Sailing Mixed Two Person Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2289,2453,Sailing Women's Skiff,Sailing Men's Skiff,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2292,2326,Sailing Women's One Person Dinghy,Sailing Men's One Person Heavyweight Dinghy,Sailing,Sailing,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2301,2611,Sailing Mixed 5.5 metres,Sailing Mixed 6.5 metres,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2498,2601,Sailing Mixed 0.5-1 Ton,Sailing Mixed 0-0.5 Ton,Sailing,Sailing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2558,2602,Sailing Mixed 10-20 Ton,Sailing Mixed 20+ Ton,Sailing,Sailing,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2728,2863,Women's Skiff - 49er  Team,Men's Skiff - 49er Team,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2775,2921,Men's Two Person Dinghy - 470 Team,Women's Two Person Dinghy - 470 Team,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2896,2913,Women's One Person Dinghy - Laser Radial,Men's One Person Dinghy - Laser,Sailing,Sailing,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2934,2963,Men's Windsurfer - RS:X,Women's Windsurfer - RS:X,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3009,3024,Women's Dinghy,Men's Dinghy,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3010,3030,Women's Windsurfing,Men's Windsurfing,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3022,3031,Men's Kite,Women's Kite,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3060,3087,Men's Skiff,Women's Skiff,Sailing,Sailing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
131,132,"Individual, Men (Olympic)","Individual, Men (Olympic (non-medal))",Golf,Golf,misma disciplina; jaccard=1.00; overlap=43,media,REVIEW_ALIAS
131,349,"Individual, Men (Olympic)","Individual, Women (Olympic)",Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
132,349,"Individual, Men (Olympic (non-medal))","Individual, Women (Olympic)",Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
134,139,"Doubles, Men (Olympic)","Doubles, Men (Olympic (non-medal))",Golf,Golf,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
134,141,"Doubles, Men (Olympic)","Doubles, Mixed (Olympic)",Golf,Golf,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
135,136,"Team, Men (Olympic)","Team, Men (Olympic (non-medal))",Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
137,138,"Singles, Men (Olympic)","Singles, Men (Olympic (non-medal))",Golf,Golf,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
139,141,"Doubles, Men (Olympic (non-medal))","Doubles, Mixed (Olympic)",Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
142,143,"Doubles, Handicap, Mixed (Olympic (non-medal))","Doubles, Handicap, Men (Olympic (non-medal))",Golf,Golf,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
2032,2215,Golf Women's Individual,Golf Men's Individual,Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2871,2933,Men's Individual Stroke Play,Women's Individual Stroke Play,Golf,Golf,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
150,152,"Basketball, Men (Olympic)","Basketball, Women (Olympic)",Basketball,Basketball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2676,2677,Men Team,Women Team,Basketball,Basketball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
151,249,"Road Race, Individual, Men (Olympic)","Road Race, Individual, Women (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
151,317,"Road Race, Individual, Men (Olympic)","Road Race, Individual, Men (Intercalated)",Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
246,268,"Sprint, Men (Olympic)","Sprint, Women (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
248,257,"Points Race, Men (Olympic)","Points Race, Women (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
249,317,"Road Race, Individual, Women (Olympic)","Road Race, Individual, Men (Intercalated)",Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
251,314,"Cross-Country, Women (Olympic)","Cross-Country, Men (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
255,279,"Individual Time Trial, Women (Olympic)","Individual Time Trial, Men (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
255,2666,"Individual Time Trial, Women (Olympic)",Women's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
255,2851,"Individual Time Trial, Women (Olympic)",Men's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
279,2666,"Individual Time Trial, Men (Olympic)",Women's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
279,2851,"Individual Time Trial, Men (Olympic)",Men's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
286,319,"333⅓ metres Time Trial, Men (Olympic)","333⅓ metres Time Trial, Men (Intercalated)",Cycling,Cycling Road,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
293,320,"Tandem Sprint, 2,000 metres, Men (Olympic)","Tandem Sprint, 2,000 metres, Men (Intercalated)",Cycling,Cycling Road,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
1601,1626,"Omnium, Men (Olympic)","Omnium, Women (Olympic)",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1974,2031,"Cycling Men's Road Race, Individual","Cycling Women's Road Race, Individual",Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2336,2473,Cycling Men's Individual Time Trial,Cycling Women's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2336,2666,Cycling Men's Individual Time Trial,Women's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2336,2851,Cycling Men's Individual Time Trial,Men's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2473,2666,Cycling Women's Individual Time Trial,Women's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2473,2851,Cycling Women's Individual Time Trial,Men's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2665,2850,Women's Road Race,Men's Road Race,Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2666,2851,Women's Individual Time Trial,Men's Individual Time Trial,Cycling,Cycling Road,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
154,583,"Handball, Women (Olympic)","Handball, Men (Olympic)",Handball,Handball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
154,584,"Handball, Women (Olympic)",Handball,Handball,Handball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
583,584,"Handball, Men (Olympic)",Handball,Handball,Handball,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
2678,2683,Men Team,Women Team,Handball,Handball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
261,342,"Two, Women (Olympic)","Two, Men (Olympic)",Bobsleigh,Bobsleigh,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1294,1295,Curling,"Curling, Men (Olympic)",Bobsleigh,Bobsleigh,misma disciplina; jaccard=1.00; overlap=1,media,REVIEW_ALIAS
1355,1356,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Bobsleigh,Bobsleigh,misma disciplina; jaccard=1.00; overlap=3,media,REVIEW_ALIAS
1950,2372,Bobsleigh Men's Four,Bobsleigh Men's Four/Five,Bobsleigh,Bobsleigh,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2102,2488,Bobsleigh Men's Two,Bobsleigh Women's Two,Bobsleigh,Bobsleigh,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
167,169,"Kayak Doubles, 500 metres, Women (Olympic)","Kayak Doubles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
168,171,"Kayak Singles, 500 metres, Women (Olympic)","Kayak Singles, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
175,1378,"Kayak Fours, 500 metres, Women (Olympic)","Kayak Fours, 500 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
180,187,"Kayak Doubles, 10,000 metres, Men (Olympic)","Folding Kayak Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
188,190,"Folding Kayak Singles, 10,000 metres, Men (Olympic)","Kayak Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
194,1880,"Canadian Doubles, 500 metres, Men (Olympic)","Canadian Doubles, 500 metres, Women (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1375,1376,"Kayak Singles, 200 metres, Women (Olympic)","Kayak Singles, 200 metres, Men (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1469,1879,"Canadian Singles, 200 metres, Men (Olympic)","Canadian Singles, 200 metres, Women (Olympic)",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1985,2300,"Canoeing Men's Canadian Doubles, 1,000 metres","Canoeing Men's Canadian Singles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=18,media,REVIEW_ALIAS
1985,2338,"Canoeing Men's Canadian Doubles, 1,000 metres","Canoeing Men's Kayak Doubles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1985,2571,"Canoeing Men's Canadian Doubles, 1,000 metres","Canoeing Men's Canadian Doubles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=17,media,REVIEW_ALIAS
1986,2136,"Canoeing Men's Kayak Fours, 1,000 metres","Canoeing Men's Kayak Singles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=31,media,REVIEW_ALIAS
1986,2338,"Canoeing Men's Kayak Fours, 1,000 metres","Canoeing Men's Kayak Doubles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=49,media,REVIEW_ALIAS
2134,2334,"Canoeing Men's Kayak Doubles, 500 metres","Canoeing Women's Kayak Doubles, 500 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2135,2380,"Canoeing Men's Kayak Singles, 500 metres","Canoeing Women's Kayak Singles, 500 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2136,2300,"Canoeing Men's Kayak Singles, 1,000 metres","Canoeing Men's Canadian Singles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2136,2338,"Canoeing Men's Kayak Singles, 1,000 metres","Canoeing Men's Kayak Doubles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=23,media,REVIEW_ALIAS
2136,2356,"Canoeing Men's Kayak Singles, 1,000 metres","Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=11,media,REVIEW_ALIAS
2290,2338,"Canoeing Men's Kayak Doubles, 10,000 metres","Canoeing Men's Kayak Doubles, 1,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=31,media,REVIEW_ALIAS
