componente_evento,miembros,nombres,tamano,deportes,disciplinas,generos,pares_evaluados,pares_safe,pares_conflict_review,pares_faltantes,coexistencia,clasificacion,id_evento_canonico_propuesto,nombre_canonico_propuesto,razon
EV00166,908;2063,"Volleyball Women's Volleyball | Volleyball, Women (Olympic)",2,volleyball,volleyball,women,1,1,0,0,,SAFE_EVENT_COMPONENT,2063,Volleyball Women's Volleyball,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00167,909;2036,"Volleyball Men's Volleyball | Volleyball, Men (Olympic)",2,volleyball,volleyball,men,1,1,0,0,,SAFE_EVENT_COMPONENT,2036,Volleyball Men's Volleyball,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00168,927;2082;2912,"Athletics Women's Long Jump | Long Jump, Women (Olympic) | Women's Long Jump",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2082,Athletics Women's Long Jump,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00169,932;958,"Unlimited, One Hand, Men (Intercalated) | Unlimited, One Hand, Men (Olympic)",2,weightlifting,weightlifting,men,1,1,0,0,,SAFE_EVENT_COMPONENT,958,"Unlimited, One Hand, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00170,940;959,"Unlimited, Two Hands, Men (Intercalated) | Unlimited, Two Hands, Men (Olympic)",2,weightlifting,weightlifting,men,1,1,0,0,,SAFE_EVENT_COMPONENT,959,"Unlimited, Two Hands, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00171,949;955;956;970,"Middleweight A, Greco-Roman, Men (Olympic) | Middleweight B, Greco-Roman, Men (Olympic) | Middleweight, Greco-Roman, Men (Intercalated) | Middleweight, Greco-Roman, Men (Olympic)",4,wrestling,wrestling greco roman,men,6,3,0,0,,SAFE_EVENT_COMPONENT,970,"Middleweight, Greco-Roman, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00172,952;968,"Heavyweight, Greco-Roman, Men (Intercalated) | Heavyweight, Greco-Roman, Men (Olympic)",2,wrestling,wrestling greco roman,men,1,1,0,0,,SAFE_EVENT_COMPONENT,968,"Heavyweight, Greco-Roman, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00173,981;1385,"Windsurfer, Women (Olympic (non-medal)) | Windsurfer, Women (Olympic)",2,sailing,sailing,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1385,"Windsurfer, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00174,1012;2362;3029,"Mixed Multihull | Multihull, Mixed (Olympic) | Sailing Mixed Multihull",3,sailing,sailing,mixed,3,2,0,0,,SAFE_EVENT_COMPONENT,1012,"Multihull, Mixed (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00175,1017;1969;2888,"Athletics Women's Javelin Throw | Javelin Throw, Women (Olympic) | Women's Javelin Throw",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,1969,Athletics Women's Javelin Throw,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00176,1018;2280;2787,"Athletics Women's Heptathlon | Heptathlon, Women (Olympic) | Women's Heptathlon",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2280,Athletics Women's Heptathlon,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00177,1020;1055,"5,000 metres, Men (Olympic) | 5,000 metres, Team, Men (Olympic)",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1055,"5,000 metres, Team, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00178,1024;2199;2986,"Athletics Women's High Jump | High Jump, Women (Olympic) | Women's High Jump",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2199,Athletics Women's High Jump,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00179,1026;2129;2847,"Athletics Women's Discus Throw | Discus Throw, Women (Olympic) | Women's Discus Throw",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2129,Athletics Women's Discus Throw,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00180,1029;2002;2866,"Athletics Women's Marathon | Marathon, Women (Olympic) | Women's Marathon",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2002,Athletics Women's Marathon,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00181,1030;1996;2762,"Athletics Women's Shot Put | Shot Put, Women (Olympic) | Women's Shot Put",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,1996,Athletics Women's Shot Put,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00182,1032;2514;2872,"Athletics Women's Hammer Throw | Hammer Throw, Women (Olympic) | Women's Hammer Throw",3,athletics,athletics,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2514,Athletics Women's Hammer Throw,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00183,1052;1173,"3,000 metres Race Walk, Men (Intercalated) | 3,000 metres Race Walk, Men (Olympic)",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1173,"3,000 metres Race Walk, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00184,1064;1065,"Javelin Throw, Freestyle, Men (Intercalated) | Javelin Throw, Freestyle, Men (Olympic)",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1064,"Javelin Throw, Freestyle, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00185,1096;1171,"Heavyweight, Greco-Roman, Men (Intercalated) | Heavyweight, Greco-Roman, Men (Olympic)",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1171,"Heavyweight, Greco-Roman, Men (Intercalated)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00186,1136;1292;1293;1298,"10 kilometres, Men (Olympic) | 10/10 kilometres Pursuit, Men (Olympic) | 10/15 kilometres Pursuit, Men (Olympic) | 15 kilometres, Men (Olympic)",4,skiing,cross country skiing,men,6,3,1,0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",REVIEW_EVENT_COMPONENT,1293,"10/15 kilometres Pursuit, Men (Olympic)",contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00187,1137;1309,"30 kilometres Skiathlon, Men (Olympic) | 30 kilometres, Men (Olympic)",2,skiing,cross country skiing,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1309,"30 kilometres Skiathlon, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00188,1158;1169,"Pole Vault, Men (Olympic (non-medal)) | Special Scratch Pole Vault #2, Men (Olympic (non-medal))",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1158,"Special Scratch Pole Vault #2, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00189,1219;1220;1232;1235,"10 kilometres, Women (Olympic) | 5 kilometres, Women (Olympic) | 5/10 kilometres Pursuit, Women (Olympic) | 5/5 kilometres Pursuit, Women (Olympic)",4,skiing,cross country skiing,women,6,3,1,0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",REVIEW_EVENT_COMPONENT,1232,"5/10 kilometres Pursuit, Women (Olympic)",contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00190,1237;1257,"3,000 metres Relay, Women (Olympic (non-medal)) | 3,000 metres Relay, Women (Olympic)",2,skating,short track speed skating,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1257,"3,000 metres Relay, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00191,1238;1254;1522,"10 kilometres Pursuit, Women (Olympic) | 10 kilometres, Women (Olympic) | 5/10 kilometres Pursuit, Women (Olympic)",3,biathlon,biathlon,women,3,2,1,0,"fuente1:[('2002', 'Winter'), ('2006', 'Winter'), ('2010', 'Winter'), ('2014', 'Winter'), ('2018', 'Winter'), ('2022', 'Winter')]",REVIEW_EVENT_COMPONENT,1254,"5/10 kilometres Pursuit, Women (Olympic)",contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00192,1240;1267;1803,"Ice Dancing, Mixed (Olympic (non-medal)) | Ice Dancing, Mixed (Olympic) | Ice Dancing, Mixed Youth (YOG)",3,skating,figure skating,mixed,3,2,0,0,,SAFE_EVENT_COMPONENT,1267,"Ice Dancing, Mixed (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00193,1251;1265,"Moguls, Women (Olympic (non-medal)) | Moguls, Women (Olympic)",2,skiing,freestyle skiing,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1265,"Moguls, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00194,1253;1259,"12.5 kilometres Mass Start, Women (Olympic) | 5 kilometres, Women (Olympic)",2,biathlon,biathlon,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1259,"12.5 kilometres Mass Start, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00195,1255;1256,"Aerials, Women (Olympic (non-medal)) | Aerials, Women (Olympic)",2,skiing,freestyle skiing,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1255,"Aerials, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00196,1289;1291,"5,000 metres Relay, Men (Olympic (non-medal)) | 5,000 metres Relay, Men (Olympic)",2,skating,short track speed skating,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1289,"5,000 metres Relay, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00197,1296;1326,"Moguls, Men (Olympic (non-medal)) | Moguls, Men (Olympic)",2,skiing,freestyle skiing,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1326,"Moguls, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00198,1302;1304;1311;1448,"10 kilometres, Men (Olympic) | 10/10 kilometres Pursuit, Men (Olympic) | 10/15 kilometres Pursuit, Men (Olympic) | 15 kilometres, Men (Olympic)",4,biathlon,biathlon,men,6,3,1,0,"fuente1:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",REVIEW_EVENT_COMPONENT,1304,"10/15 kilometres Pursuit, Men (Olympic)",contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00199,1313;1365,"Military Ski Patrol, Men (Olympic (non-medal)) | Military Ski Patrol, Men (Olympic)",2,skiing,cross country skiing,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1365,"Military Ski Patrol, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00200,1314;1315,"Aerials, Men (Olympic (non-medal)) | Aerials, Men (Olympic)",2,skiing,freestyle skiing,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1314,"Aerials, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00201,1335;1669;2159,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed (Olympic) | 2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG) | Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay",3,biathlon,biathlon,mixed,3,2,0,0,,SAFE_EVENT_COMPONENT,1669,"2 × 6 kilometres and 2 × 7.5 kilometres Relay, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00202,1361;1651,"Team Relay, Mixed (Olympic) | Team Relay, Mixed Youth (YOG)",2,luge,luge,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1651,"Team Relay, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00203,1379;2549;2915,"Cycling Women's Omnium | Omnium, Women (Olympic) | Women's Omnium",3,cycling,cycling track,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2549,Cycling Women's Omnium,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00204,1386;2841,"Trap Mixed Team | Trap, Team, Mixed (Olympic)",2,shooting,shooting,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1386,"Trap, Team, Mixed (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00205,1387;1705,"Air Pistol, 10 metres, Team, Mixed (Olympic) | Air Pistol, 10 metres, Team, Mixed Youth (YOG)",2,shooting,shooting,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1705,"Air Pistol, 10 metres, Team, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00206,1399;1403,"Welterweight, Women (Olympic (non-medal)) | Welterweight, Women (Olympic)",2,taekwondo,taekwondo,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1403,"Welterweight, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00207,1441;1442;2238,"Curling Women's Curling | Curling, Women (Olympic (non-medal)) | Curling, Women (Olympic)",3,curling,curling,women,3,2,0,0,,SAFE_EVENT_COMPONENT,1442,"Curling, Women (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00208,1443;1444;2205,"Curling Men's Curling | Curling, Men (Olympic (non-medal)) | Curling, Men (Olympic)",3,curling,curling,men,3,2,0,0,,SAFE_EVENT_COMPONENT,1444,"Curling, Men (Olympic (non-medal))","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00209,1464;1490,"4 × 100 metres Medley Relay, Mixed (Olympic) | 4 × 100 metres Medley Relay, Mixed Youth (YOG)",2,aquatics,swimming,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1490,"4 × 100 metres Medley Relay, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00210,1466;2289;2728;3087,"Sailing Women's Skiff | Skiff, Women (Olympic) | Women's Skiff | Women's Skiff - 49er  Team",4,sailing,sailing,women,6,3,0,0,,SAFE_EVENT_COMPONENT,2728,Women's Skiff - 49er  Team,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00211,1467;2453;3060,"Men's Skiff | Sailing Men's Skiff | Skiff, Men (Olympic)",3,sailing,sailing,men,3,2,0,0,,SAFE_EVENT_COMPONENT,2453,Sailing Men's Skiff,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00212,1468;1687,"Air Rifle, 10 metres, Team, Mixed (Olympic) | Air Rifle, 10 metres, Team, Mixed Youth (YOG)",2,shooting,shooting,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1687,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00213,1470;2474;2905,"Fencing Women's Sabre, Individual | Sabre, Individual, Women (Olympic) | Women's Sabre Individual",3,fencing,fencing,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2474,"Fencing Women's Sabre, Individual","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00214,1471;2344;2906,"Fencing Women's Sabre, Team | Sabre, Team, Women (Olympic) | Women's Sabre Team",3,fencing,fencing,women,3,2,0,0,,SAFE_EVENT_COMPONENT,2344,"Fencing Women's Sabre, Team","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00215,1472;2824;3106,"Mixed Relay | Mixed Relay Team | Relay, Mixed (Olympic)",3,triathlon,triathlon,mixed,3,2,0,0,,SAFE_EVENT_COMPONENT,1472,"Relay, Mixed (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00216,1473;2467;2860;3044,"Cycling Women's Team Pursuit | Team Pursuit, Women (Olympic) | Women's Team Pursuit | Women's Team Pursuit Team",4,cycling,cycling track,women,6,3,2,0,,REVIEW_EVENT_COMPONENT,2467,Cycling Women's Team Pursuit,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno
EV00217,1475;2746;3052,"Doubles, Mixed (Olympic) | Mixed Doubles | Mixed Doubles Team",3,table tennis,table tennis,mixed,3,2,0,0,,SAFE_EVENT_COMPONENT,1475,"Doubles, Mixed (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00218,1480;1862,"Normal Hill, Team, Mixed (Olympic) | Normal Hill, Team, Mixed Youth (YOG)",2,skiing,ski jumping,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1862,"Normal Hill, Team, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00219,1494;2717,"Mixed Team | Team, Mixed (Olympic)",2,judo,judo,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1494,"Team, Mixed (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00220,1600;2957,"Madison, Women (Olympic) | Women's Madison",2,cycling,cycling track,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1600,"Madison, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00221,1677;2873,"Men's Park | Park, Men (Olympic)",2,roller sports,skateboarding,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1677,"Park, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00222,1859;1898,"Normal Hill, Team, Mixed (Olympic) | Normal Hill, Team, Mixed Youth (YOG)",2,skiing,nordic combined,mixed,1,1,0,0,,SAFE_EVENT_COMPONENT,1859,"Normal Hill, Team, Mixed Youth (YOG)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00223,1878;2970,"Park, Women (Olympic) | Women's Park",2,cycling,bmx freestyle,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1878,"Park, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00224,1881;2992,"Combined, Women (Olympic) | Women's Combined",2,sport climbing,sport climbing,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1881,"Combined, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00225,1882;2972,"Street, Women (Olympic) | Women's Street",2,roller sports,skateboarding,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1882,"Street, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00226,1883;2923,"Park, Women (Olympic) | Women's Park",2,roller sports,skateboarding,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1883,"Park, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00227,1885;2989,"Men's Park | Park, Men (Olympic)",2,cycling,bmx freestyle,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1885,"Park, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00228,1886;2994,"Combined, Men (Olympic) | Men's Combined",2,sport climbing,sport climbing,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1886,"Combined, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00229,1888;2907,"Men's Street | Street, Men (Olympic)",2,roller sports,skateboarding,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1888,"Street, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00230,1894;2853,"Kata, Men (Olympic) | Men's Kata",2,karate,karate,men,1,1,0,0,,SAFE_EVENT_COMPONENT,1894,"Kata, Men (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00231,1895;2867,"Kata, Women (Olympic) | Women's Kata",2,karate,karate,women,1,1,0,0,,SAFE_EVENT_COMPONENT,1895,"Kata, Women (Olympic)","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00232,1906;1908;1962;2403,Cross Country Skiing Men's 10 kilometres | Cross Country Skiing Men's 10/10 kilometres Pursuit | Cross Country Skiing Men's 10/15 kilometres Pursuit | Cross Country Skiing Men's 15 kilometres,4,skiing,cross country skiing,men,6,3,1,0,"fuente4:[('1992', 'Winter'), ('1994', 'Winter')] | fuente2:[('1992', 'Winter'), ('1994', 'Winter'), ('1998', 'Winter')]",REVIEW_EVENT_COMPONENT,1908,Cross Country Skiing Men's 10/15 kilometres Pursuit,contiene CONFLICT_ALIAS/REVIEW_ALIAS interno; coexistencia en misma fuente/edición
EV00233,1929;2331;2399;2562;2577;2580;2645,"Art Competitions Mixed Sculpturing | Art Competitions Mixed Sculpturing, Medals | Art Competitions Mixed Sculpturing, Medals And Plaques | Art Competitions Mixed Sculpturing, Medals And Reliefs | Art Competitions Mixed Sculpturing, Reliefs | Art Competitions Mixed Sculpturing, Statues | Art Competitions Mixed Sculpturing, Unknown Event",7,art competitions,art competitions,mixed,21,9,0,0,,SAFE_EVENT_COMPONENT,2577,"Art Competitions Mixed Sculpturing, Medals And Reliefs","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00234,1950;2372,Bobsleigh Men's Four | Bobsleigh Men's Four/Five,2,bobsleigh,bobsleigh,men,1,1,0,0,,SAFE_EVENT_COMPONENT,2372,Bobsleigh Men's Four/Five,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00235,1973;2545,"Athletics Men's 5,000 metres | Athletics Men's 5,000 metres, Team",2,athletics,athletics,men,1,1,0,0,,SAFE_EVENT_COMPONENT,2545,"Athletics Men's 5,000 metres, Team","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00236,2013;2536;2547,Rowing Men's Coxed Pairs | Rowing Men's Coxed Pairs (1 kilometres) | Rowing Men's Coxed Pairs (1 mile),3,rowing,rowing,men,3,2,0,0,,SAFE_EVENT_COMPONENT,2536,Rowing Men's Coxed Pairs (1 kilometres),"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00237,2026;2315;2333,Weightlifting Men's Heavyweight | Weightlifting Men's Heavyweight I | Weightlifting Men's Heavyweight II,3,weightlifting,weightlifting,men,3,2,0,0,,SAFE_EVENT_COMPONENT,2333,Weightlifting Men's Heavyweight II,"Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00238,2044;2316,"Athletics Women's 3,000 metres | Athletics Women's 3,000 metres Steeplechase",2,athletics,athletics,women,1,1,0,0,,SAFE_EVENT_COMPONENT,2316,"Athletics Women's 3,000 metres Steeplechase","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00239,2065;2128;2309,"Wrestling Men's Middleweight A, Greco-Roman | Wrestling Men's Middleweight B, Greco-Roman | Wrestling Men's Middleweight, Greco-Roman",3,wrestling,wrestling greco roman,men,3,2,0,0,,SAFE_EVENT_COMPONENT,2128,"Wrestling Men's Middleweight A, Greco-Roman","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
EV00240,2084;2455,"Swimming Men's 1,200 metres Freestyle | Swimming Men's 200 metres Freestyle",2,aquatics,swimming,men,1,1,0,0,,SAFE_EVENT_COMPONENT,2455,"Swimming Men's 1,200 metres Freestyle","Todos los pares internos son SAFE_ALIAS; atributos de dominio homogéneos; canon elegido por información, calidad de fuente, cobertura y desempate por ID."
