clave_logica_original,id_atleta,id_edicion,id_evento,id_noc,equipo,medalla,cantidad_filas,duplicados_excedentes,clasificacion,campos_conflictivos,campos_complementarios,ids_participacion,procedencia
177857|14|1969|234|Yugoslavia|,177857,14,1969,234,Yugoslavia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534702;761566,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177858|36|1902|234|Yugoslavia|,177858,36,1902,234,Yugoslavia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534703;761567,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177859|41|2161|199|Slovakia|,177859,41,2161,199,Slovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534704;761568,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177860|28|1920|204|Czechoslovakia|,177860,28,1920,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534705;761569,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177861|43|2097|167|Poland|,177861,43,2097,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534713;761577,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
8236|26|2090|204|Czechoslovakia|,8236,26,2090,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534715;761578,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
78500|36|1947|223|United States|,78500,36,1947,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534716;761579,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
103731|45|2517|157|New Zealand|,103731,45,2517,157,New Zealand,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534718;761581,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
47054|34|2178|78|Great Britain|,47054,34,2178,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534720;761583,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
108273|45|1942|14|Australia|,108273,45,1942,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534721;761584,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
104096|45|2305|167|Poland|,104096,45,2305,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534724;761587,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
10471|28|2161|167|Poland|,10471,28,2161,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534726;761589,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177862|34|2112|175|Romania|,177862,34,2112,175,Romania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534727;761590,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
40728|32|2012|234|Yugoslavia|Silver,40728,32,2012,234,Yugoslavia,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534733;761596,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120520|50|1947|126|Lithuania|,120520,50,1947,126,Lithuania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534736;761599,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
5476|38|1982|104|Italy|,5476,38,1982,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada,534740;761602,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
127892|54|1944|83|Germany|Bronze,127892,54,1944,83,Germany,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534741;761603,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
31209|3|1920|223|United States|,31209,3,1920,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534742;761604,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
89934|43|2027|14|Australia|,89934,43,2027,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534748;761608,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
63281|38|1943|19|Barbados|,63281,38,1943,19,Barbados,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534749;761609,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
36895|41|2144|78|Great Britain|,36895,41,2144,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534750;761610,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
"47055|2|1942|78|Osborne Swimming Club, Manchester|Gold",47055,2,1942,78,"Osborne Swimming Club, Manchester",Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534752;761612,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
71793|32|2015|106|Jamaica|,71793,32,2015,106,Jamaica,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534755;761615,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177864|43|2057|126|Lithuania|,177864,43,2057,126,Lithuania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534758;761618,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
53145|24|1942|21|Belgium|,53145,24,1942,21,Belgium,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534759;761619,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177865|47|2089|126|Lithuania|,177865,47,2089,126,Lithuania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534760;761620,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
116199|47|2091|104|Italy|,116199,47,2091,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534762;761622,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
129812|54|1947|14|Australia|,129812,54,1947,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534768;761626,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177867|54|2065|53|Croatia|,177867,54,2065,53,Croatia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534769;761627,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
43941|7|2464|200|Sweden|Silver,43941,7,2464,200,Sweden,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534773;761630,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
42582|41|2079|102|Israel|,42582,41,2079,102,Israel,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534778;761631,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
56622|41|2333|223|United States|,56622,41,2333,223,United States,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534787;761637,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
49033|41|2070|150|Netherlands|,49033,41,2070,150,Netherlands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534788;761638,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177871|28|1977|94|Hungary|,177871,28,1977,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534791;761641,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
51511|41|2063|38|Canada|,51511,41,2063,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534794;761644,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
12713|34|2027|78|Great Britain|,12713,34,2027,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534796;761645,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
44950|24|1952|14|Australia|,44950,24,1952,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534807;761656,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177872|24|2278|204|Czechoslovakia|,177872,24,2278,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534808;761657,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177873|30|2136|204|Czechoslovakia|,177873,30,2136,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534820;761669,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
69376|30|2123|80|East Germany|,69376,30,2123,80,East Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534821;761670,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
55584|38|2333|94|Hungary|,55584,38,2333,94,Hungary,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534823;761672,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114340|47|2085|83|Germany|,114340,47,2085,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534827;761675,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
124585|50|2118|78|Great Britain|,124585,50,2118,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534854;761701,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177876|30|2009|204|Czechoslovakia|,177876,30,2009,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534871;761718,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114058|47|1946|177|Russia|,114058,47,1946,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534875;761722,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177877|45|2060|167|Poland|,177877,45,2060,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534877;761724,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
39767|22|2056|204|Czechoslovakia|,39767,22,2056,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534883;761730,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
74278|32|2042|167|Poland|,74278,32,2042,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534896;761736,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177880|54|2334|192|Serbia|,177880,54,2334,192,Serbia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534897;761737,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177881|50|2063|192|Serbia|,177881,50,2063,192,Serbia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534899;761739,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177882|47|2036|192|Serbia|,177882,47,2036,192,Serbia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534900;761740,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
90161|43|1954|14|Australia|,90161,43,1954,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534906;761744,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
68991|8|1973|78|Great Britain|,68991,8,1973,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534908;761746,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
118864|50|2063|177|Russia|,118864,50,2063,177,Russia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534918;761753,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
52837|28|2036|221|Soviet Union|Bronze,52837,28,2036,221,Soviet Union,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534919;761754,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177889|14|1974|167|Poland|,177889,14,1974,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534924;761758,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177890|18|2019|167|Poland|,177890,18,2019,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534926;761760,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
77081|32|2047|221|Soviet Union|,77081,32,2047,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534933;761763,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
86083|43|2066|56|Cyprus|,86083,43,2066,56,Cyprus,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534934;761764,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177896|47|1969|126|Lithuania|,177896,47,1969,126,Lithuania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534935;761765,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114299|47|2049|73|France|,114299,47,2049,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534936;761766,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177897|38|2009|126|Lithuania|,177897,38,2009,126,Lithuania,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534940;761770,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177898|50|2009|167|Poland|,177898,50,2009,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534942;761772,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177899|36|1935|204|Czechoslovakia|,177899,36,1935,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534944;761774,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
24983|30|1902|73|France|,24983,30,1902,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534950;761779,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177905|22|1920|204|Czechoslovakia|,177905,22,1920,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534957;761780,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177906|22|1900|204|Czechoslovakia|,177906,22,1900,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534965;761788,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177910|47|2082|27|Belarus|,177910,47,2082,27,Belarus,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534973;761791,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
50391|36|2045|221|Soviet Union|,50391,36,2045,221,Soviet Union,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534974;761792,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177911|30|2242|167|Poland|,177911,30,2242,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534975;761793,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
22954|14|1957|167|Poland|,22954,14,1957,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534983;761795,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177912|8|2196|204|Czechoslovakia|,177912,8,2196,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,534987;761797,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
53736|32|1942|85|Greece|,53736,32,1942,85,Greece,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534993;761803,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
118529|50|2016|56|Cyprus|,118529,50,2016,56,Cyprus,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,534995;761805,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
49706|38|2178|70|Unified Team|,49706,38,2178,70,Unified Team,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535006;761809,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
12715|41|2283|197|Switzerland|,12715,41,2283,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535017;761820,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177916|36|1974|197|Switzerland|,177916,36,1974,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535027;761823,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
16557|26|2152|212|Trinidad and Tobago|,16557,26,2152,212,Trinidad and Tobago,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535028;761824,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
63283|18|2239|176|South Africa|,63283,18,2239,176,South Africa,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535034;761829,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45015|14|2118|15|Austria|,45015,14,2118,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535043;761831,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
45063|10|2178|15|Austria|,45063,10,2178,15,Austria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada,535049;761835,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
54044|10|1942|127|Luxembourg|,54044,10,1942,127,Luxembourg,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535063;761847,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
16558|34|1974|74|West Germany|,16558,34,1974,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535064;761848,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
103051|45|2251|197|Switzerland|,103051,45,2251,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535065;761849,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177918|8|2010|197|Switzerland|,177918,8,2010,197,Switzerland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535069;761853,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
23786|22|1902|10|Argentina|,23786,22,1902,10,Argentina,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535071;761855,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
124863|50|1961|73|France|,124863,50,1961,73,France,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535072;761856,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
73658|16|2123|155|Norway|,73658,16,2123,155,Norway,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535077;761861,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
63284|34|2387|150|Netherlands|,63284,34,2387,150,Netherlands,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535080;761864,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
127907|54|2109|83|Germany|,127907,54,2109,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535082;761866,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
21230|22|1955|34|Bulgaria|,21230,22,1955,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535091;761870,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
35650|32|2144|34|Bulgaria|,35650,32,2144,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535095;761874,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
55510|34|2050|85|Greece|,55510,34,2050,85,Greece,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535097;761875,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
47616|38|2118|85|Greece|,47616,38,2118,85,Greece,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535098;761876,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
70330|10|2015|85|Greece|,70330,10,2015,85,Greece,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad,535099;761877,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177922|18|2047|167|Poland|,177922,18,2047,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535102;761880,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
74280|26|1973|167|Poland|,74280,26,1973,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535104;761882,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
49411|36|2307|167|Poland|,49411,36,2307,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535107;761885,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177923|45|1997|167|Poland|,177923,45,1997,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535109;761887,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
7739|28|2010|167|Poland|,7739,28,2010,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535111;761889,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
16548|32|1974|34|Bulgaria|,16548,32,1974,34,Bulgaria,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535114;761890,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
63274|22|1943|221|Persey|,63274,22,1943,221,Persey,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535118;761894,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
127053|54|2140|38|Canada|Bronze,127053,54,2140,38,Canada,Bronze,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535119;761895,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
120754|50|2514|38|Canada|,120754,50,2514,38,Canada,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535120;761896,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
63285|38|1995|78|Great Britain|,63285,38,1995,78,Great Britain,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535124;761900,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
53971|32|1942|104|Italy|,53971,32,1942,104,Italy,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535129;761905,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
39512|16|2107|197|Switzerland|Silver,39512,16,2107,197,Switzerland,Silver,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535141;761913,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
4168|34|2073|104|Italy|Gold,4168,34,2073,104,Italy,Gold,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535144;761915,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177925|38|2340|204|Czechoslovakia|,177925,38,2340,204,Czechoslovakia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535145;761916,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
177927|30|2093|167|Poland|,177927,30,2093,167,Poland,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535179;761930,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
114106|47|2062|83|Germany|,114106,47,2062,83,Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535183;761934,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
44951|7|2006|14|Australia|,44951,7,2006,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada,535184;761935,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
160|36|2091|74|West Germany|,160,36,2091,74,West Germany,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535191;761942,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
44952|41|2088|14|Australia|,44952,41,2088,14,Australia,,2,1,PREEXISTING_COMPLEMENTARY_DUPLICATE,,edad;altura_cm_registrada;peso_kg_registrado,535194;761945,No incluida en PARTICIPACION; auditada por identificadores de atleta y evento
