id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,clasificacion,razon,event_aliases_used,id_atleta_canonico_propuesto
39699,Karel Kolesa,250334,Karel Kolesa,fuente1 | fuente2 | fuente3,fuente3,fuente1:40004 | fuente2:62167 | fuente3:123008,fuente3:123009,"[""1968 Summer | TCH | Czechoslovakia | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39702,Miroslav Koranda,250927,Miroslav Koranda,fuente1 | fuente2 | fuente3,fuente3,fuente1:40007 | fuente2:62726 | fuente3:124178,fuente3:124179,"[""1956 Summer | TCH | Czechoslovakia | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39765,Pavel Sokol,304525,Pavel Sokol,fuente1 | fuente2 | fuente3,fuente3,fuente1:40071 | fuente2:112789 | fuente3:224537,fuente3:224538,"[""1992 Summer | TCH | Czechoslovakia | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39767,Jaroslav Starosta,306285,Jaroslav Starosta,fuente1 | fuente2 | fuente3,fuente3,fuente1:40073 | fuente2:114439 | fuente3:227815,fuente3:227816,"[""1964 Summer | TCH | Czechoslovakia | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39804,Dina Miftakhutdynova,269378,Dina Miftakhutdynova,fuente1 | fuente2 | fuente3,fuente3,fuente1:40110 | fuente2:79528 | fuente3:158430,fuente3:158431,"[""2000 Summer | UKR | Ukraine | 652 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39808,Hryhoriy Dmytrenko,215874,Hryhoriy Dmytrenko,fuente1 | fuente2 | fuente3,fuente3,fuente1:40114 | fuente2:28916 | fuente3:56438,fuente3:56439,"[""1996 Summer | UKR | Ukraine | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39820,Mykola Chupryna,206862,Mykola Chupryna,fuente1 | fuente2 | fuente3,fuente3,fuente1:40126 | fuente2:21441 | fuente3:41561,fuente3:41562,"[""1996 Summer | UKR | Ukraine | 633 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39822,Larisa Aleksandrova-Popova,186011,Larisa Aleksandrova-popova,fuente1 | fuente2 | fuente3,fuente3,fuente1:40128 | fuente2:2495 | fuente3:4379,fuente3:4380,"[""1980 Summer | URS | Soviet Union | 626 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39826,Mira Bryunina,149728,Mira Vasilyevna Bryunina,fuente1 | fuente3,fuente2,fuente1:40132 | fuente3:30929,fuente2:15926,"[""1976 Summer | URS | Soviet Union | 652 | Silver""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39826
39840,Nataliya Kazak,246400,Nataliya Kazak,fuente1 | fuente2 | fuente3,fuente3,fuente1:40146 | fuente2:58258 | fuente3:115008,fuente3:115009,"[""1980 Summer | URS | Soviet Union | 652 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39841,Yelena Khloptseva,247545,Yelena Khloptseva,fuente1 | fuente2 | fuente3,fuente3,fuente1:40147 | fuente2:59315 | fuente3:117131,fuente3:117132,"[""1992 Summer | EUN | Unified Team | 652 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39849,Nataliya Kvasha,163739,Nataliya Heorhivna Kvasha,fuente1 | fuente3,fuente2,fuente1:40155 | fuente3:130020,fuente2:65445,"[""1988 Summer | URS | Soviet Union | 198 | ""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39849
39857,Anna Pasokha,171133,Anna Borisovna Pasokha,fuente1 | fuente3,fuente2,fuente1:40163 | fuente3:182907,fuente2:91926,"[""1976 Summer | URS | Soviet Union | 2424 | Bronze""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39857
39873,Galina Stepanova,306844,Galina Stepanova,fuente1 | fuente2 | fuente3,fuente3,fuente1:40179 | fuente2:114955 | fuente3:225889,fuente3:228953,"[""1980 Summer | URS | Soviet Union | 1988 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39878,Marina Suprun,308687,Marina Suprun,fuente1 | fuente2 | fuente3,fuente3,fuente1:40184 | fuente2:116625 | fuente3:232514,fuente3:232515,"[""1992 Summer | EUN | Unified Team | 2144 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39879,Nelli Tarakanova,179100,Nelli Yurivna Tarakanova,fuente1 | fuente3,fuente2,fuente1:40185 | fuente3:236469,fuente2:118565,"[""1976 Summer | URS | Soviet Union | 2144 | Silver""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39879
39881,Nina Cheremisina,206014,Nina Cheremisina,fuente1 | fuente2 | fuente3,fuente3,fuente1:40187 | fuente2:20426 | fuente3:39736,fuente3:39737,"[""1980 Summer | URS | Soviet Union | 652 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39886,Nina Umanets,180373,Nina Dmytrivna Umanets,fuente1 | fuente3,fuente2,fuente1:40192 | fuente3:246225,fuente2:123293,"[""1980 Summer | URS | Soviet Union | 2144 | Silver""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39886
39895,Slava Amiragov,187165,Slava Amiragov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40202 | fuente2:3453 | fuente3:6136,fuente3:6137,"[""1956 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39903,Yevgeny Barbakov,192057,Yevgeny Barbakov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40210 | fuente2:7712 | fuente3:14305,fuente3:14306,"[""1980 Summer | URS | Soviet Union | 633 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39908,Aleksandr Berkutov,195296,Aleksandr Berkutov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40215 | fuente2:10624 | fuente3:20144,fuente3:20145,"[""1960 Summer | URS | Soviet Union | 635 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39913,Valentin Boreyko,198225,Valentin Boreyko,fuente1 | fuente2 | fuente3,fuente3,fuente1:40220 | fuente2:13444 | fuente3:25750,fuente3:25751,"[""1964 Summer | URS | Soviet Union | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39921,Veniamin But,202018,Veniamin But,fuente1 | fuente2 | fuente3,fuente3,fuente1:40228 | fuente2:16883 | fuente3:32843,fuente3:32844,"[""1992 Summer | EUN | Unified Team | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39927,Valery Dolinin,216148,Valery Dolinin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40234 | fuente2:29184 | fuente3:56977,fuente3:56978,"[""1980 Summer | URS | Soviet Union | 2056 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39933,Yevgeny Duleyev,217597,Yevgeny Duleyev,fuente1 | fuente2 | fuente3,fuente3,fuente1:40240 | fuente2:30536 | fuente3:59606,fuente3:59607,"[""1980 Summer | URS | Soviet Union | 635 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39934,Aleksandr Dumchev,153977,Aleksandr Andreyevich Dumchev,fuente1 | fuente3,fuente2,fuente1:40241 | fuente3:59647,fuente2:30558,"[""1988 Summer | URS | Soviet Union | 1997 | Silver""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,39934
39941,Leonid Gissen,228613,Leonid Gissen,fuente1 | fuente2 | fuente3,fuente3,fuente1:40248 | fuente2:40599 | fuente3:79997,fuente3:79998,"[""1956 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39942,Oleg Golovanov,229205,Oleg Golovanov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40249 | fuente2:41202 | fuente3:81171,fuente3:81172,"[""1964 Summer | URS | Soviet Union | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39947,Georgy Gushchenko,232305,Georgy Gushchenko,fuente1 | fuente2 | fuente3,fuente3,fuente1:40254 | fuente2:44058 | fuente3:86855,fuente3:86856,"[""1956 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39948,Tiit Helmja,235818,Tiit Helmja,fuente1 | fuente2 | fuente3,fuente3,fuente1:40255 | fuente2:47487 | fuente3:93820,fuente3:93821,"[""1976 Summer | URS | Soviet Union | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39959,Vasily Yakusha,326318,Vasily Yakusha,fuente1 | fuente2 | fuente3,fuente3,fuente1:40266 | fuente2:132225 | fuente3:264218,fuente3:264219,"[""1988 Summer | URS | Soviet Union | 635 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39962,Vladimir Yeshinov,326986,Vladimir Yeshinov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40269 | fuente2:132911 | fuente3:265625,fuente3:265626,"[""1976 Summer | URS | Soviet Union | 2385 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39986,Gennady Korshikov,251095,Gennady Korshikov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40293 | fuente2:62897 | fuente3:124544,fuente3:124545,"[""1976 Summer | URS | Soviet Union | 635 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39991,Vladimir Kryukov,252636,Vladimir Kryukov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40298 | fuente2:64445 | fuente3:127886,fuente3:127887,"[""1956 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
39992,Gennady Kryuchkin,252613,Gennady Kryuchkin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40299 | fuente2:64439 | fuente3:127855,fuente3:127856,"[""1992 Summer | EUN | Unified Team | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40012,Aleksandr Martyshkin,265467,Aleksandr Martyshkin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40319 | fuente2:75973 | fuente3:151372,fuente3:151373,"[""1972 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40015,Viktor Mikheyev,269496,Viktor Mikheyev,fuente1 | fuente2 | fuente3,fuente3,fuente1:40322 | fuente2:79656 | fuente3:158666,fuente3:158667,"[""1972 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40020,Anatoly Nemtyryov,275448,Anatoly Nemtyryov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40327 | fuente2:85292 | fuente3:169687,fuente3:169688,"[""1976 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40022,Jonas Narmontas,274712,Jonas Narmontas,fuente1 | fuente2 | fuente3,fuente3,fuente1:40329 | fuente2:84558 | fuente3:168274,fuente3:168275,"[""1988 Summer | URS | Soviet Union | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40045,Vladimir Romanishin,293683,Vladimir Romanishin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40352 | fuente2:102235 | fuente3:203635,fuente3:203636,"[""1992 Summer | EUN | Unified Team | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40049,Yevgeny Samsonov,296656,Yevgeny Samsonov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40356 | fuente2:105046 | fuente3:209228,fuente3:209229,"[""1956 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40051,Anatoly Sass,297654,Anatoly Sass,fuente1 | fuente2 | fuente3,fuente3,fuente1:40358 | fuente2:105945 | fuente3:210979,fuente3:210980,"[""1968 Summer | URS | Soviet Union | 635 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40058,Aleksandr Shitov,301478,Aleksandr Shitov,fuente1 | fuente2 | fuente3,fuente3,fuente1:40365 | fuente2:109913 | fuente3:218851,fuente3:218852,"[""1976 Summer | URS | Soviet Union | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40076,Aleksandr Timoshinin,312815,Aleksandr Timoshinin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40383 | fuente2:120410 | fuente3:240296,fuente3:240297,"[""1972 Summer | URS | Soviet Union | 635 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40093,Valentin Zanin,328091,Valentin Zanin,fuente1 | fuente2 | fuente3,fuente3,fuente1:40400 | fuente2:133951 | fuente3:267762,fuente3:267763,"[""1960 Summer | URS | Soviet Union | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40135,Lindsay Burns,149968,Lindsay H. Burns,fuente1 | fuente3,fuente2,fuente1:40442 | fuente3:32480,fuente2:16697,"[""1996 Summer | USA | United States | 2155 | Silver""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,40135
40141,Jennifer Devine,214751,Jennifer Devine,fuente1 | fuente2 | fuente3,fuente3,fuente1:40448 | fuente2:27955 | fuente3:54501,fuente3:54502,"[""2004 Summer | USA | United States | 198 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40169,Michelle Knox-Zaloom,249820,Michelle Knox-zaloom,fuente1 | fuente2 | fuente3,fuente3,fuente1:40476 | fuente2:61588 | fuente3:121824,fuente3:121825,"[""1996 Summer | USA | United States | 626 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40177,Stephanie Maxwell-Pierson,266426,Stephanie Maxwell-pierson,fuente1 | fuente2 | fuente3,fuente3,fuente1:40484 | fuente2:76921 | fuente3:153260,fuente3:153261,"[""1992 Summer | USA | United States | 1988 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40213,Alison Townley,314165,Alison Townley,fuente1 | fuente2 | fuente3,fuente3,fuente1:40520 | fuente2:121544 | fuente3:242690,fuente3:242691,"[""1992 Summer | USA | United States | 652 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40278,David Clark,207224,David Clark,fuente1 | fuente2 | fuente3,fuente3,fuente1:40586 | fuente2:21791 | fuente3:42243,fuente3:42244,"[""1984 Summer | USA | United States | 2056 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40316,Charles Drueding,153851,Charles H. Drueding,fuente1 | fuente3,fuente2,fuente1:40624 | fuente3:58850,fuente2:30116,"[""1932 Summer | USA | United States | 2385 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,40316
40329,Caldwell Esselstyn,154695,Caldwell Blackman Esselstyn,fuente1 | fuente3,fuente2,fuente1:40637 | fuente3:64993,fuente2:33262,"[""1956 Summer | USA | United States | 1997 | Gold""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,40329
40373,Charles Grimes,157615,Charles Livingstone Grimes,fuente1 | fuente3,fuente2,fuente1:40681 | fuente3:84657,fuente2:42966,"[""1956 Summer | USA | United States | 1997 | Gold""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,40373
40382,John Hartigan,234586,John Hartigan,fuente1 | fuente2 | fuente3,fuente3,fuente1:40690 | fuente2:46270 | fuente3:91270,fuente3:91271,"[""1976 Summer | USA | United States | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40387,Duvall Hecht,235321,Duvall Hecht,fuente1 | fuente2 | fuente3,fuente3,fuente1:40695 | fuente2:47038 | fuente3:92844,fuente3:92845,"[""1956 Summer | USA | United States | 1978 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40398,Paul Hoffman,237575,Paul Hoffman,fuente1 | fuente2 | fuente3,fuente3,fuente1:40706 | fuente2:49118 | fuente3:97027,fuente3:97028,"[""1972 Summer | USA | United States | 1997 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40407,Edward Ives,241184,Edward Ives,fuente1 | fuente2 | fuente3,fuente3,fuente1:40715 | fuente2:52917 | fuente3:104554,fuente3:104555,"[""1988 Summer | USA | United States | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40456,Stewart MacDonald,262046,Stewart Macdonald,fuente1 | fuente2 | fuente3,fuente3,fuente1:40764 | fuente2:72890 | fuente3:145226,fuente3:145227,"[""1972 Summer | USA | United States | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40500,Eric Mueller,273074,Eric Mueller,fuente1 | fuente2 | fuente3,fuente3,fuente1:40808 | fuente2:82863 | fuente3:165019,fuente3:165020,"[""2000 Summer | USA | United States | 2056 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40501,John Mulcahy,273184,John Mulcahy,fuente1 | fuente2 | fuente3,fuente3,fuente1:40809 | fuente2:82985 | fuente3:165244,fuente3:165245,"[""1904 Summer | USA | Atalanta Boat Club-2 | 1978 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40520,John Pescatore,284302,John Pescatore,fuente1 | fuente2 | fuente3,fuente3,fuente1:40828 | fuente2:93709 | fuente3:186389,fuente3:186390,"[""1992 Summer | USA | United States | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40576,Marvin Stalder,177810,Marvin Federick Stalder,fuente1 | fuente3,fuente2,fuente1:40884 | fuente3:227318,fuente2:114214,"[""1928 Summer | USA | United States | 1997 | Gold""]",UNKNOWN/COMPATIBLE,"altura_cm: diferencia=0; señal, no regla de rechazo | peso_kg: diferencia=0; señal, no regla de rechazo",,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,40576
40582,Kevin Still,307127,Kevin Still,fuente1 | fuente2 | fuente3,fuente3,fuente1:40890 | fuente2:115236 | fuente3:229509,fuente3:229510,"[""1988 Summer | USA | United States | 635 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40593,John Terwilliger,311518,John Terwilliger,fuente1 | fuente2 | fuente3,fuente3,fuente1:40901 | fuente2:119334 | fuente3:237978,fuente3:237979,"[""1988 Summer | USA | United States | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40644,Vladimir Banjanac,191805,Vladimir Banjanac,fuente1 | fuente2 | fuente3,fuente3,fuente1:40953 | fuente2:7534 | fuente3:13906,fuente3:13907,"[""1992 Summer | IOA | Individual Olympic Athletes | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40726,Vjekoslav Skalak,303228,Vjekoslav Skalak,fuente1 | fuente2 | fuente3,fuente3,fuente1:41035 | fuente2:111574 | fuente3:222000,fuente3:222001,"[""1964 Summer | YUG | Yugoslavia | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40728,Milorad Stanulov,306185,Milorad Stanulov,fuente1 | fuente2 | fuente3,fuente3,fuente1:41037 | fuente2:114383 | fuente3:227664,fuente3:227665,"[""1984 Summer | YUG | Yugoslavia | 635 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
40731,Rade Sunara,308566,Rade Sunara,fuente1 | fuente2 | fuente3,fuente3,fuente1:41040 | fuente2:116522 | fuente3:232265,fuente3:232266,"[""1936 Summer | YUG | Yugoslavia | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
