clasificacion,componente_evento,clave_logica_post,filas,eventos_originales,evento_canonico,cantidad_eventos_originales,extras_inducidos_por_alias,campos_conflictivos,ids_participacion,id_atleta,id_edicion,id_noc,equipo,medalla
ALIAS_INDUCED_MERGEABLE,EV500131,51662|32|908|31|Brazil|,2,2063;908,908,2,1,,115692;581747,51662,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51663|32|908|31|Brazil|,2,2063;908,908,2,1,,115693;411252,51663,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51663|34|908|31|Brazil|,2,2063;908,908,2,1,,115694;411253,51663,34,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51668|38|908|31|Brazil|,2,2063;908,908,2,1,,115704;403772,51668,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51668|41|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115705;403773,51668,41,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500131,51669|32|908|31|Brazil|,2,2063;908,908,2,1,,115706;769252,51669,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51670|32|908|31|Brazil|,2,2063;908,908,2,1,,115707;344813,51670,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51670|36|908|31|Brazil|,2,2063;908,908,2,1,,115708;344814,51670,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51671|38|908|31|Brazil|,2,2063;908,908,2,1,,115709;314704,51671,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51671|41|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115710;314705,51671,41,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500131,51675|32|908|31|Brazil|,2,2063;908,908,2,1,,115719;357403,51675,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51676|41|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115720;560180,51676,41,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500131,51676|43|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115721;560181,51676,43,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500131,51676|45|908|31|Brazil|,2,2063;908,908,2,1,,115722;560182,51676,45,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51678|38|908|31|Brazil|,2,2063;908,908,2,1,,115725;349929,51678,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51679|34|908|31|Brazil|,3,2063;908,908,2,1,,115726;452799;695155,51679,34,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51680|36|908|31|Brazil|,3,2063;908,908,2,1,,115727;471483;710739,51680,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51680|38|908|31|Brazil|,2,2063;908,908,2,1,,115728;471484,51680,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51680|41|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115729;471485,51680,41,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500131,51682|38|908|31|Brazil|,2,2063;908,908,2,1,,115733;547370,51682,38,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51683|32|908|31|Brazil|,3,2063;908,908,2,1,,115734;483717;720667,51683,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51684|32|908|31|Brazil|,3,2063;908,908,2,1,,115735;460265;701302,51684,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51686|36|908|31|Brazil|,2,2063;908,908,2,1,,115740;736893,51686,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51687|34|908|31|Brazil|,2,2063;908,908,2,1,,115741;507221,51687,34,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51687|36|908|31|Brazil|,2,2063;908,908,2,1,,115742;507222,51687,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51690|36|908|31|Brazil|,3,2063;908,908,2,1,,115746;517552;747974,51690,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51691|32|908|31|Brazil|,2,2063;908,908,2,1,,115747;781954,51691,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51693|36|908|31|Brazil|,3,2063;908,908,2,1,,115753;537171;763456,51693,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51694|34|908|31|Brazil|,2,2063;908,908,2,1,,115754;517034,51694,34,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51694|36|908|31|Brazil|,2,2063;908,908,2,1,,115755;517035,51694,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51694|41|908|31|Brazil|Bronze,2,2063;908,908,2,1,,115756;517036,51694,41,31,Brazil,Bronze
ALIAS_INDUCED_MERGEABLE,EV500132,51696|28|909|31|Brazil|,3,2036;909,909,2,1,,115758;308931;578578,51696,28,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51696|30|909|31|Brazil|,2,2036;909,909,2,1,,115759;308932,51696,30,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51697|24|909|31|Brazil|,2,2036;909,909,2,1,,115760;375352,51697,24,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51697|26|909|31|Brazil|,2,2036;909,909,2,1,,115761;375353,51697,26,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51699|28|909|31|Brazil|,3,2036;909,909,2,1,,115763;318146;586318,51699,28,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51701|41|909|31|Brazil|,2,2036;909,909,2,1,,115766;387381,51701,41,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51702|41|909|31|Brazil|,2,2036;909,909,2,1,,115767;475321,51702,41,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51702|43|909|31|Brazil|,2,2036;909,909,2,1,,115768;475322,51702,43,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51702|45|909|31|Brazil|Gold,2,2036;909,909,2,1,,115769;475323,51702,45,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51703|38|909|31|Brazil|Gold,2,2036;909,909,2,1,,115770;418210,51703,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51705|30|909|31|Brazil|,2,2036;909,909,2,1,,115772;567820,51705,30,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51705|32|909|31|Brazil|,2,2036;909,909,2,1,,115773;567821,51705,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51705|34|909|31|Brazil|Silver,2,2036;909,909,2,1,,115774;567822,51705,34,31,Brazil,Silver
ALIAS_INDUCED_MERGEABLE,EV500132,51705|36|909|31|Brazil|,2,2036;909,909,2,1,,115775;567823,51705,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51706|38|909|31|Brazil|Gold,2,2036;909,909,2,1,,115776;413588,51706,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51708|38|909|31|Brazil|Gold,3,2036;909,909,2,1,,115778;365928;625805,51708,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51708|43|909|31|Brazil|,2,2036;909,909,2,1,,115779;365929,51708,43,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51711|32|909|31|Brazil|,2,2036;909,909,2,1,,115784;506172,51711,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51711|34|909|31|Brazil|Silver,2,2036;909,909,2,1,,115785;506173,51711,34,31,Brazil,Silver
ALIAS_INDUCED_MERGEABLE,EV500132,51711|36|909|31|Brazil|,2,2036;909,909,2,1,,115786;506174,51711,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51715|28|909|31|Brazil|,2,2036;909,909,2,1,,115795;325211,51715,28,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51715|30|909|31|Brazil|,2,2036;909,909,2,1,,115796;325212,51715,30,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51717|24|909|31|Brazil|,3,2036;909,909,2,1,,115798;503572;736673,51717,24,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51719|24|909|31|Brazil|,3,2036;909,909,2,1,,115800;477573;715769,51719,24,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51722|28|909|31|Brazil|,3,2036;909,909,2,1,,115804;360926;621712,51722,28,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51737|24|909|31|Brazil|,3,2036;909,909,2,1,,115837;481313;718774,51737,24,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51738|38|909|31|Brazil|Gold,2,2036;909,909,2,1,,115838;542701,51738,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51739|26|909|31|Brazil|,2,2036;909,909,2,1,,115839;359926,51739,26,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51742|26|909|31|Brazil|,2,2036;909,909,2,1,,115843;729532,51742,26,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51744|30|909|31|Brazil|,3,2036;909,909,2,1,,115846;328421;594678,51744,30,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51744|32|909|31|Brazil|,2,2036;909,909,2,1,,115847;328422,51744,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51744|34|909|31|Brazil|Silver,2,2036;909,909,2,1,,115848;328423,51744,34,31,Brazil,Silver
ALIAS_INDUCED_MERGEABLE,EV500132,51745|32|909|31|Brazil|,3,2036;909,909,2,1,,115849;314185;583153,51745,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51745|34|909|31|Brazil|Silver,2,2036;909,909,2,1,,115850;314186,51745,34,31,Brazil,Silver
ALIAS_INDUCED_MERGEABLE,EV500132,51745|36|909|31|Brazil|,2,2036;909,909,2,1,,115851;314187,51745,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51745|38|909|31|Brazil|Gold,2,2036;909,909,2,1,,115852;314188,51745,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51747|32|909|31|Brazil|,2,2036;909,909,2,1,,115855;328491,51747,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51747|34|909|31|Brazil|Silver,2,2036;909,909,2,1,,115856;328492,51747,34,31,Brazil,Silver
ALIAS_INDUCED_MERGEABLE,EV500132,51748|36|909|31|Brazil|,3,2036;909,909,2,1,,115857;510039;741936,51748,36,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51750|38|909|31|Brazil|Gold,2,2036;909,909,2,1,,115860;543192,51750,38,31,Brazil,Gold
ALIAS_INDUCED_MERGEABLE,EV500132,51750|41|909|31|Brazil|,2,2036;909,909,2,1,,115861;543193,51750,41,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51750|43|909|31|Brazil|,2,2036;909,909,2,1,,115862;543194,51750,43,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51751|26|909|31|Brazil|,3,2036;909,909,2,1,,115863;521452;750957,51751,26,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51752|41|909|31|Brazil|,3,2036;909,909,2,1,,115864;521914;751317,51752,41,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500132,51760|32|909|31|Brazil|,3,2036;909,909,2,1,,115885;563371;784735,51760,32,31,Brazil,
ALIAS_INDUCED_MERGEABLE,EV500131,51761|32|908|34|Bulgaria|Bronze,2,2063;908,908,2,1,,115886;335871,51761,32,34,Bulgaria,Bronze
ALIAS_INDUCED_MERGEABLE,EV500132,51763|30|909|38|Canada|,3,2036;909,909,2,1,,115888;513573;744749,51763,30,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500132,51764|34|909|38|Canada|,2,2036;909,909,2,1,,115889;518986,51764,34,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500132,51765|30|909|38|Canada|,3,2036;909,909,2,1,,115890;544064;768935,51765,30,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500132,51766|34|909|38|Canada|,2,2036;909,909,2,1,,115891;562439,51766,34,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500132,51767|38|909|38|Canada|,3,2036;909,909,2,1,,115892;568202;788713,51767,38,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500132,51768|38|909|38|Canada|,3,2036;909,909,2,1,,115893;568219;788730,51768,38,38,Canada,
ALIAS_INDUCED_MERGEABLE,EV500131,51810|32|908|55|Cuba|,3,2063;908,908,2,1,,115958;312884;582016,51810,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51811|28|908|55|Cuba|,2,2063;908,908,2,1,,115959;323012,51811,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51811|30|908|55|Cuba|,2,2063;908,908,2,1,,115960;323013,51811,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51811|32|908|55|Cuba|,2,2063;908,908,2,1,,115961;323014,51811,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51812|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115962;326401,51812,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51812|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,115963;326402,51812,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51812|43|908|55|Cuba|Gold,2,2063;908,908,2,1,,115964;326403,51812,43,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51813|28|908|55|Cuba|,2,2063;908,908,2,1,,115965;334278,51813,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51813|30|908|55|Cuba|,2,2063;908,908,2,1,,115966;334279,51813,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51815|32|908|55|Cuba|,3,2063;908,908,2,1,,115968;343152;606704,51815,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51816|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115969;344433,51816,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51816|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,115970;344434,51816,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51817|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115971;353231,51817,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51817|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,115972;353232,51817,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51817|43|908|55|Cuba|Gold,2,2063;908,908,2,1,,115973;353233,51817,43,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51822|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115984;384780,51822,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51822|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,115985;384781,51822,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51824|28|908|55|Cuba|,2,2063;908,908,2,1,,115989;402805,51824,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51824|30|908|55|Cuba|,2,2063;908,908,2,1,,115990;402806,51824,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51825|28|908|55|Cuba|,2,2063;908,908,2,1,,115991;402782,51825,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51826|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115992;412401,51826,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51826|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,115993;412402,51826,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51827|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,115995;440626,51827,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51830|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,116001;482549,51830,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51833|28|908|55|Cuba|,2,2063;908,908,2,1,,116006;498365,51833,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51833|30|908|55|Cuba|,2,2063;908,908,2,1,,116007;498366,51833,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51833|32|908|55|Cuba|,2,2063;908,908,2,1,,116008;498367,51833,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51834|28|908|55|Cuba|,2,2063;908,908,2,1,,116009;509280,51834,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51834|30|908|55|Cuba|,2,2063;908,908,2,1,,116010;509281,51834,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51836|28|908|55|Cuba|,2,2063;908,908,2,1,,116015;522486,51836,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51837|30|908|55|Cuba|,2,2063;908,908,2,1,,116016;543709,51837,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51839|38|908|55|Cuba|Gold,2,2063;908,908,2,1,,116019;549198,51839,38,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51839|41|908|55|Cuba|Gold,2,2063;908,908,2,1,,116020;549199,51839,41,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51839|43|908|55|Cuba|Gold,2,2063;908,908,2,1,,116021;549200,51839,43,55,Cuba,Gold
ALIAS_INDUCED_MERGEABLE,EV500131,51840|30|908|55|Cuba|,2,2063;908,908,2,1,,116022;553628,51840,30,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500131,51840|32|908|55|Cuba|,2,2063;908,908,2,1,,116023;553629,51840,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51842|41|909|55|Cuba|,2,2036;909,909,2,1,,116026;324161,51842,41,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51846|28|909|55|Cuba|,2,2036;909,909,2,1,,116031;341872,51846,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51850|28|909|55|Cuba|,2,2036;909,909,2,1,,116038;363623,51850,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51851|28|909|55|Cuba|,2,2036;909,909,2,1,,116039;376986,51851,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51851|30|909|55|Cuba|Bronze,2,2036;909,909,2,1,,116040;376987,51851,30,55,Cuba,Bronze
ALIAS_INDUCED_MERGEABLE,EV500132,51852|28|909|55|Cuba|,2,2036;909,909,2,1,,116041;379294,51852,28,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51853|32|909|55|Cuba|,2,2036;909,909,2,1,,116042;383649,51853,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51859|32|909|55|Cuba|,3,2036;909,909,2,1,,116055;445371;689038,51859,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51860|38|909|55|Cuba|,2,2036;909,909,2,1,,116056;457067,51860,38,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51860|41|909|55|Cuba|,2,2036;909,909,2,1,,116057;457068,51860,41,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51861|30|909|55|Cuba|Bronze,2,2036;909,909,2,1,,116058;457758,51861,30,55,Cuba,Bronze
ALIAS_INDUCED_MERGEABLE,EV500132,51861|32|909|55|Cuba|,2,2036;909,909,2,1,,116059;457759,51861,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51865|32|909|55|Cuba|,2,2036;909,909,2,1,,116066;486752,51865,32,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51874|38|909|55|Cuba|,2,2036;909,909,2,1,,116080;517901,51874,38,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51875|30|909|55|Cuba|Bronze,2,2036;909,909,2,1,,116081;517902,51875,30,55,Cuba,Bronze
ALIAS_INDUCED_MERGEABLE,EV500132,51878|38|909|55|Cuba|,2,2036;909,909,2,1,,116084;554483,51878,38,55,Cuba,
ALIAS_INDUCED_MERGEABLE,EV500132,51884|34|909|63|Egypt|,3,2036;909,909,2,1,,116094;319498;587432,51884,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500132,51885|34|909|63|Egypt|,3,2036;909,909,2,1,,116095;370251;629230,51885,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500132,51886|34|909|63|Egypt|,3,2036;909,909,2,1,,116096;370670;629632,51886,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500132,51888|34|909|63|Egypt|,2,2036;909,909,2,1,,116098;370713,51888,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500132,51892|34|909|63|Egypt|,3,2036;909,909,2,1,,116102;502875;736115,51892,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500132,51893|34|909|63|Egypt|,3,2036;909,909,2,1,,116103;503536;736637,51893,34,63,Egypt,
ALIAS_INDUCED_MERGEABLE,EV500131,51894|38|908|67|Spain|,2,2063;908,908,2,1,,116104;343420,51894,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500131,51895|38|908|67|Spain|,2,2063;908,908,2,1,,116105;359213,51895,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500131,51898|38|908|67|Spain|,2,2063;908,908,2,1,,116108;385643,51898,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500131,51904|38|908|67|Spain|,2,2063;908,908,2,1,,116114;549159,51904,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500132,51907|38|909|67|Spain|,2,2036;909,909,2,1,,116117;353259,51907,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500132,51913|38|909|67|Spain|,2,2036;909,909,2,1,,116124;509236,51913,38,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500132,51913|43|909|67|Spain|,2,2036;909,909,2,1,,116125;509237,51913,43,67,Spain,
ALIAS_INDUCED_MERGEABLE,EV500132,51918|38|909|73|France|,3,2036;909,909,2,1,,116131;315760;584406,51918,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51919|36|909|73|France|,3,2036;909,909,2,1,,116132;331077;596759,51919,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51921|38|909|73|France|,3,2036;909,909,2,1,,116135;346289;609395,51921,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51922|36|909|73|France|,3,2036;909,909,2,1,,116136;367364;626987,51922,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51923|36|909|73|France|,3,2036;909,909,2,1,,116137;373635;632003,51923,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51924|38|909|73|France|,3,2036;909,909,2,1,,116138;418329;667730,51924,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51925|36|909|73|France|,3,2036;909,909,2,1,,116139;419095;668361,51925,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51926|38|909|73|France|,3,2036;909,909,2,1,,116140;441951;686243,51926,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51927|38|909|73|France|,3,2036;909,909,2,1,,116141;457587;699093,51927,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51929|36|909|73|France|,3,2036;909,909,2,1,,116143;463970;704480,51929,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51929|38|909|73|France|,2,2036;909,909,2,1,,116144;463971,51929,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51931|38|909|73|France|,3,2036;909,909,2,1,,116146;510825;742589,51931,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51932|36|909|73|France|,3,2036;909,909,2,1,,116147;511753;743349,51932,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51932|38|909|73|France|,2,2036;909,909,2,1,,116148;511754,51932,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51933|36|909|73|France|,3,2036;909,909,2,1,,116149;516121;746797,51933,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51933|38|909|73|France|,2,2036;909,909,2,1,,116150;516122,51933,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51934|36|909|73|France|,3,2036;909,909,2,1,,116151;547225;771530,51934,36,73,France,
ALIAS_INDUCED_MERGEABLE,EV500132,51934|38|909|73|France|,2,2036;909,909,2,1,,116152;547226,51934,38,73,France,
ALIAS_INDUCED_MERGEABLE,EV500131,51936|36|908|80|East Germany|,3,2063;908,908,2,1,,116154;317553;585800,51936,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51937|30|908|80|East Germany|,2,2063;908,908,2,1,,116155;321884,51937,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51938|36|908|80|East Germany|,3,2063;908,908,2,1,,116156;329184;595271,51938,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51939|32|908|80|East Germany|Silver,3,2063;908,908,2,1,,116157;339988;604025,51939,32,80,East Germany,Silver
ALIAS_INDUCED_MERGEABLE,EV500131,51940|30|908|80|East Germany|,3,2063;908,908,2,1,,116158;355628;617258,51940,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51940|32|908|80|East Germany|Silver,2,2063;908,908,2,1,,116159;355629,51940,32,80,East Germany,Silver
ALIAS_INDUCED_MERGEABLE,EV500131,51943|32|908|80|East Germany|Silver,2,2063;908,908,2,1,,116162;401024,51943,32,80,East Germany,Silver
ALIAS_INDUCED_MERGEABLE,EV500131,51945|36|908|80|East Germany|,3,2063;908,908,2,1,,116165;415225;665199,51945,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51946|32|908|80|East Germany|Silver,2,2063;908,908,2,1,,116166;432734,51946,32,80,East Germany,Silver
ALIAS_INDUCED_MERGEABLE,EV500131,51947|36|908|80|East Germany|,3,2063;908,908,2,1,,116167;439570;684318,51947,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51948|36|908|80|East Germany|,3,2063;908,908,2,1,,116168;439705;684414,51948,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51950|30|908|80|East Germany|,3,2063;908,908,2,1,,116170;463254;703856,51950,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51952|30|908|80|East Germany|,2,2063;908,908,2,1,,116172;465715,51952,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51953|30|908|80|East Germany|,3,2063;908,908,2,1,,116173;563267;784640,51953,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51953|32|908|80|East Germany|Silver,2,2063;908,908,2,1,,116174;563268,51953,32,80,East Germany,Silver
ALIAS_INDUCED_MERGEABLE,EV500131,51954|30|908|80|East Germany|,3,2063;908,908,2,1,,116175;482561;719769,51954,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51956|36|908|80|East Germany|,2,2063;908,908,2,1,,116177;502693,51956,36,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51957|30|908|80|East Germany|,3,2063;908,908,2,1,,116178;507608;739925,51957,30,80,East Germany,
ALIAS_INDUCED_MERGEABLE,EV500131,51959|32|908|80|East Germany|Silver,2,2063;908,908,2,1,,116181;520471,51959,32,80,East Germany,Silver
